OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
;Tammela;366;19850614;1985;6;14;3325000;6735000;12.4;17.5;5.8;9;16311;10.89
;Tammela;366;19850615;1985;6;15;3325000;6735000;10.5;13.2;9.7;7;8925;12.08
;Tammela;366;19850616;1985;6;16;3325000;6735000;10.9;14.4;8.9;0;14507;10.5
;Tammela;366;19850617;1985;6;17;3325000;6735000;13.9;19;5.8;0;22119;10.7
;Tammela;366;19850618;1985;6;18;3325000;6735000;16.6;23.4;13.3;12;25175;14.14
;Tammela;366;19850619;1985;6;19;3325000;6735000;16.9;22.4;10.2;0;24095;13.63
;Tammela;366;19850620;1985;6;20;3325000;6735000;17.3;23.4;11.5;1;21540;13.71
;Tammela;366;19850621;1985;6;21;3325000;6735000;19.1;25.7;10.1;1;27372;12.42
;Tammela;366;19850622;1985;6;22;3325000;6735000;18.6;26.1;9.3;0;26618;12.77
;Tammela;366;19850623;1985;6;23;3325000;6735000;19.3;25.2;10.3;0;27892;12.1
;Tammela;366;19850624;1985;6;24;3325000;6735000;20;26.4;10.9;0;24850;12.77
;Tammela;366;19850625;1985;6;25;3325000;6735000;18.5;26.3;11.9;0;22869;15.36
;Tammela;366;19850626;1985;6;26;3325000;6735000;16.8;21;12.7;0;27290;12.57
;Tammela;366;19850627;1985;6;27;3325000;6735000;13.7;18.8;7.2;0;15772;11.24
;Tammela;366;19850628;1985;6;28;3325000;6735000;12.5;15.7;10.1;2;12758;11.68
;Tammela;366;19850629;1985;6;29;3325000;6735000;11.6;14.5;10.1;0;11934;11.5
;Tammela;366;19850630;1985;6;30;3325000;6735000;12.8;18;5.6;0;18717;10.68
;Tammela;366;19850701;1985;7;1;3325000;6735000;12;16.2;9;0;14455;9.67
;Tammela;366;19850702;1985;7;2;3325000;6735000;10.9;13.5;8.9;0;13432;10.94
;Tammela;366;19850703;1985;7;3;3325000;6735000;14.6;19.6;9.6;0;23824;9.65
;Tammela;366;19850704;1985;7;4;3325000;6735000;14.4;19.6;7;0;22833;10.38
;Tammela;366;19850705;1985;7;5;3325000;6735000;17.6;24.1;9.2;0;25748;12.41
;Tammela;366;19850706;1985;7;6;3325000;6735000;17.3;23.3;8.5;0;25733;11.44
;Tammela;366;19850707;1985;7;7;3325000;6735000;14.3;21.9;9.5;2;23255;11.6
;Tammela;366;19850708;1985;7;8;3325000;6735000;14.2;20.6;9.9;1;20543;11.84
;Tammela;366;19850709;1985;7;9;3325000;6735000;14.9;20.1;9.7;0;12994;13.07
;Tammela;366;19850710;1985;7;10;3325000;6735000;17.3;23.1;11.8;0;21344;11.16
;Tammela;366;19850711;1985;7;11;3325000;6735000;18.6;25.2;9.4;0;26256;10.42
;Tammela;366;19850712;1985;7;12;3325000;6735000;16.8;24.7;8.4;1;23816;13.22
;Tammela;366;19850713;1985;7;13;3325000;6735000;17.7;23.8;10.1;0;21326;13.73
;Tammela;366;19850714;1985;7;14;3325000;6735000;18.6;24.3;15.6;0;20138;15.39
;Tammela;366;19850715;1985;7;15;3325000;6735000;17.6;24.1;8.6;13;23827;14.59
;Tammela;366;19850716;1985;7;16;3325000;6735000;16.2;20.8;14.8;0;16086;14.15
;Tammela;366;19850717;1985;7;17;3325000;6735000;13.5;18.1;7.2;6;12109;13
;Tammela;366;19850718;1985;7;18;3325000;6735000;13.8;17.5;11.7;0;12100;13.88
;Tammela;366;19850719;1985;7;19;3325000;6735000;15;20.7;8.1;0;19556;12.32
;Tammela;366;19850720;1985;7;20;3325000;6735000;16.3;20.1;13.3;9;13087;14.02
;Tammela;366;19850721;1985;7;21;3325000;6735000;13.1;17.5;7;1;8919;14.38
;Tammela;366;19850722;1985;7;22;3325000;6735000;15;18.9;12.3;0;21531;11.99
;Tammela;366;19850723;1985;7;23;3325000;6735000;14.5;20.1;8;0;21117;11.57
;Tammela;366;19850724;1985;7;24;3325000;6735000;14.8;20.5;6.7;4;15195;11.89
;Tammela;366;19850725;1985;7;25;3325000;6735000;16.9;22.4;13;0;18437;13.28
;Tammela;366;19850726;1985;7;26;3325000;6735000;14.8;19.2;8.5;0;18002;10.58
;Tammela;366;19850727;1985;7;27;3325000;6735000;13.1;16.6;10.8;0;8966;12.9
;Tammela;366;19850728;1985;7;28;3325000;6735000;14.8;18.3;11.2;0;14602;13.55
;Tammela;366;19850729;1985;7;29;3325000;6735000;14.1;19.1;10.4;0;13815;13.21
;Tammela;366;19850730;1985;7;30;3325000;6735000;13.6;17.4;7.4;9;8961;14.02
;Tammela;366;19850731;1985;7;31;3325000;6735000;15.5;19.6;14.3;0;12614;15.33
;Tammela;366;19850801;1985;8;1;3325000;6735000;14.9;19;12.4;4;13693;14.98
;Tammela;366;19850802;1985;8;2;3325000;6735000;16;19.9;12.1;4;15110;14.49
;Tammela;366;19850803;1985;8;3;3325000;6735000;14.7;17.4;13.2;4;12832;14.07
;Tammela;366;19850804;1985;8;4;3325000;6735000;14.9;18;13.5;0;15696;13.35
;Tammela;366;19850805;1985;8;5;3325000;6735000;13.8;18.8;10.2;2;18493;11.87
;Tammela;366;19850806;1985;8;6;3325000;6735000;13.8;17.3;10.6;1;9335;13.68
;Tammela;366;19850807;1985;8;7;3325000;6735000;14;16.4;12.6;0;8746;14.16
;Tammela;366;19850808;1985;8;8;3325000;6735000;18.2;24.4;12.9;18;14756;18.11
;Tammela;366;19850809;1985;8;9;3325000;6735000;19.1;21.4;17.8;0;9503;20.38
;Tammela;366;19850810;1985;8;10;3325000;6735000;20.5;24.3;17.1;1;13333;19.83
;Tammela;366;19850811;1985;8;11;3325000;6735000;16.2;21.8;14.1;9;10143;15.79
;Tammela;366;19850812;1985;8;12;3325000;6735000;15.9;19.9;12.7;0;19857;12.8
;Tammela;366;19850813;1985;8;13;3325000;6735000;16;21.6;12.6;0;14317;12.57
;Tammela;366;19850814;1985;8;14;3325000;6735000;14.5;21.5;6.9;0;15469;11.61
;Tammela;366;19850815;1985;8;15;3325000;6735000;15;22.4;6.9;0;16060;13.29
;Tammela;366;19850816;1985;8;16;3325000;6735000;17.3;22.6;13.1;0;13728;15.74
;Tammela;366;19850817;1985;8;17;3325000;6735000;17.5;23.4;11.9;0;15217;15.18
;Tammela;366;19850818;1985;8;18;3325000;6735000;17.7;24.3;12;0;19338;14.38
;Tammela;366;19850819;1985;8;19;3325000;6735000;17.4;23;10.9;0;16142;13.39
;Tammela;366;19850820;1985;8;20;3325000;6735000;17.6;22.5;12.1;0;17745;13.38
;Tammela;366;19850821;1985;8;21;3325000;6735000;15.2;19;13.3;39;3996;16.4
;Tammela;366;19850822;1985;8;22;3325000;6735000;15;18.4;13.5;0;9535;14.52
;Tammela;366;19850823;1985;8;23;3325000;6735000;13.3;16.1;11.8;8;8815;13.49
;Tammela;366;19850824;1985;8;24;3325000;6735000;13.7;17.5;9.8;0;10040;12.56
;Tammela;366;19850825;1985;8;25;3325000;6735000;14.4;16.9;11.7;5;5533;15.14
;Tammela;366;19850826;1985;8;26;3325000;6735000;14.7;18.9;12.4;0;13557;12.82
;Tammela;366;19850827;1985;8;27;3325000;6735000;13.7;19.6;9.5;0;13544;12.59
;Tammela;366;19850828;1985;8;28;3325000;6735000;13.9;19.6;10.6;0;12625;12.5
;Tammela;366;19850829;1985;8;29;3325000;6735000;14.1;16.9;12.7;2;6824;14.18
;Tammela;366;19850830;1985;8;30;3325000;6735000;12.2;18.5;7.4;0;17352;9.87
;Tammela;366;19850831;1985;8;31;3325000;6735000;10.2;16.7;4.2;12;6928;11.6
;Tammela;366;19850901;1985;9;1;3325000;6735000;15.8;19.3;11.9;1;7271;15.86
;Tammela;366;19850902;1985;9;2;3325000;6735000;15.1;17.7;12.8;5;8050;14.5
;Tammela;366;19850903;1985;9;3;3325000;6735000;13.2;18.2;9.6;0;14530;11.77
;Tammela;366;19850904;1985;9;4;3325000;6735000;13.4;14.5;11.7;12;5071;13.83
;Tammela;366;19850905;1985;9;5;3325000;6735000;11.9;15.1;9.3;0;9868;11.36
;Tammela;366;19850906;1985;9;6;3325000;6735000;10.5;15.7;4.1;2;10273;10.91
;Tammela;366;19850907;1985;9;7;3325000;6735000;11.9;13.5;10.3;5;5275;12.78
;Tammela;366;19850908;1985;9;8;3325000;6735000;12.6;18.6;9.6;5;13082;11.31
;Tammela;366;19850909;1985;9;9;3325000;6735000;9.1;10.6;6.7;0;6976;9.09
;Tammela;366;19850910;1985;9;10;3325000;6735000;9.2;14;6;0;10793;9.19
;Tammela;366;19850911;1985;9;11;3325000;6735000;9;13.5;5.9;0;9123;9.48
;Tammela;366;19850912;1985;9;12;3325000;6735000;7.8;15;2.1;0;11834;9.07
;Tammela;366;19850913;1985;9;13;3325000;6735000;7.5;14.8;2;0;9686;8.9
;Tammela;366;19850914;1985;9;14;3325000;6735000;9.6;15.4;3.2;0;8917;10.48
;Tammela;366;19850915;1985;9;15;3325000;6735000;11.6;13.2;10.9;7;4601;11.94
;Tammela;366;19850916;1985;9;16;3325000;6735000;10.2;12;8.6;0;5515;10.75
;Tammela;366;19850917;1985;9;17;3325000;6735000;8.6;14.8;4.3;0;11565;9.02
;Tammela;366;19850918;1985;9;18;3325000;6735000;7.2;13;3;0;9665;7.63
;Tammela;366;19850919;1985;9;19;3325000;6735000;7.9;14.2;1.2;15;11296;7.89
;Tammela;366;19850920;1985;9;20;3325000;6735000;11.1;14.4;7.8;1;7743;11.2
;Tammela;366;19850921;1985;9;21;3325000;6735000;7.5;12.1;5.3;0;7932;8.13
;Tammela;366;19850922;1985;9;22;3325000;6735000;5.1;12.1;-0.4;0;8380;7.14
;Tammela;366;19850923;1985;9;23;3325000;6735000;5.4;9.9;1.2;0;8244;7.03
;Tammela;366;19850924;1985;9;24;3325000;6735000;4.4;8.7;0.1;0;8679;6.28
;Tammela;366;19850925;1985;9;25;3325000;6735000;4.7;8.7;1;0;7639;6.51
;Tammela;366;19850926;1985;9;26;3325000;6735000;4.6;9.9;0.6;0;9655;6.11
;Tammela;366;19850927;1985;9;27;3325000;6735000;3.4;8.4;-2.5;4;4477;7.31
;Tammela;366;19850928;1985;9;28;3325000;6735000;5.4;9.1;2.4;1;4179;8.23
;Tammela;366;19850929;1985;9;29;3325000;6735000;3.6;6.4;0.5;0;6543;6.18
;Tammela;366;19850930;1985;9;30;3325000;6735000;4.7;6.9;2.7;6;5278;6.87
;Tammela;366;19851001;1985;10;1;3325000;6735000;10;13.1;4.6;1;2203;12.07
;Tammela;366;19851002;1985;10;2;3325000;6735000;11.4;15.4;8.3;0;9040;11.02
;Tammela;366;19851003;1985;10;3;3325000;6735000;10.9;12.5;8.9;0;2023;12.64
;Tammela;366;19851004;1985;10;4;3325000;6735000;11.9;13.6;10.1;0;2308;13.45
;Tammela;366;19851005;1985;10;5;3325000;6735000;11.8;16.1;8.4;0;7805;11.82
;Tammela;366;19851006;1985;10;6;3325000;6735000;9.4;13.7;7;0;5140;10.38
;Tammela;366;19851007;1985;10;7;3325000;6735000;7.5;8;5.4;0;776;9.92
;Tammela;366;19851008;1985;10;8;3325000;6735000;10.8;12;7.1;5;2051;12.6
;Tammela;366;19851009;1985;10;9;3325000;6735000;10.4;12.1;8.8;3;2821;10.95
;Tammela;366;19851010;1985;10;10;3325000;6735000;9.3;12.2;7.5;2;5140;10.01
;Tammela;366;19851011;1985;10;11;3325000;6735000;8.6;10.6;7.2;7;3434;10.28
;Tammela;366;19851012;1985;10;12;3325000;6735000;8.8;10.9;8.1;7;3670;10.75
;Tammela;366;19851013;1985;10;13;3325000;6735000;6.3;8.4;5.3;0;1820;8.81
;Tammela;366;19851014;1985;10;14;3325000;6735000;4.5;7.4;2.9;3;2331;7.92
;Tammela;366;19851015;1985;10;15;3325000;6735000;4.5;8.7;-1.3;0;5718;7.15
;Tammela;366;19851016;1985;10;16;3325000;6735000;6.9;11.7;3.4;0;4809;7.26
;Tammela;366;19851017;1985;10;17;3325000;6735000;1.4;4.2;-2.2;0;4249;4.33
;Tammela;366;19851018;1985;10;18;3325000;6735000;4;7.1;1.1;0;2258;7.55
;Tammela;366;19851019;1985;10;19;3325000;6735000;4.8;8.2;2.7;0;2695;7.57
;Tammela;366;19851020;1985;10;20;3325000;6735000;5.9;10.5;1.8;0;3359;7.38
;Tammela;366;19851021;1985;10;21;3325000;6735000;5.1;10.2;1.2;0;4296;7.48
;Tammela;366;19851022;1985;10;22;3325000;6735000;4;6.9;1.2;0;4842;6.35
;Tammela;366;19851023;1985;10;23;3325000;6735000;6.3;10.6;3;0;3183;7.93
;Tammela;366;19851024;1985;10;24;3325000;6735000;5.3;9.4;2.5;0;4451;7.44
;Tammela;366;19851025;1985;10;25;3325000;6735000;4.7;9.2;1.5;0;3672;6.78
;Tammela;366;19851026;1985;10;26;3325000;6735000;4.7;9.3;2.4;0;3216;5.19
;Tammela;366;19851027;1985;10;27;3325000;6735000;1.8;4.4;-0.6;1;3488;5.15
;Tammela;366;19851028;1985;10;28;3325000;6735000;-1.2;3.9;-2.8;0;3271;3.6
;Tammela;366;19851029;1985;10;29;3325000;6735000;-1.8;0.4;-7.1;2;3216;3.81
;Tammela;366;19851030;1985;10;30;3325000;6735000;4.6;8.4;-0.7;0;2034;7.35
;Tammela;366;19851031;1985;10;31;3325000;6735000;0.8;5.1;-1.8;0;1738;6.07
;Tammela;366;19851101;1985;11;1;3325000;6735000;-1.9;1.1;-2.9;0;1459;4.15
;Tammela;366;19851102;1985;11;2;3325000;6735000;0.8;3.3;-3.2;8;1377;6.16
;Tammela;366;19851103;1985;11;3;3325000;6735000;0.9;3.5;0;6;1532;6.26
;Tammela;366;19851104;1985;11;4;3325000;6735000;0.1;1.7;-1.3;0;3148;5.26
;Tammela;366;19851105;1985;11;5;3325000;6735000;3.5;4.8;-1.7;4;1313;6.68
;Tammela;366;19851106;1985;11;6;3325000;6735000;5.5;6.3;4.7;12;1257;8.21
;Tammela;366;19851107;1985;11;7;3325000;6735000;3.6;5.6;0.7;3;1753;7.12
;Tammela;366;19851108;1985;11;8;3325000;6735000;1.4;4.8;-0.4;2;1521;6.52
;Tammela;366;19851109;1985;11;9;3325000;6735000;1.3;3.7;-2.4;10;1984;5.72
;Tammela;366;19851110;1985;11;10;3325000;6735000;5.3;7;0.6;9;1147;8.58
;Tammela;366;19851111;1985;11;11;3325000;6735000;1.8;5.1;-0.8;2;1557;6.55
;Tammela;366;19851112;1985;11;12;3325000;6735000;0;1;-1.1;1;1112;5.8
;Tammela;366;19851113;1985;11;13;3325000;6735000;0.5;1.4;0.3;0;1239;5.47
;Tammela;366;19851114;1985;11;14;3325000;6735000;-0.4;0.4;-2.4;0;1632;4.86
;Tammela;366;19851115;1985;11;15;3325000;6735000;-1.4;-0.1;-2.3;0;1025;4.49
;Tammela;366;19851116;1985;11;16;3325000;6735000;-1.5;-0.3;-3.2;0;1134;4.41
;Tammela;366;19851117;1985;11;17;3325000;6735000;-2.5;-1;-3.9;0;1354;3.86
;Tammela;366;19851118;1985;11;18;3325000;6735000;-6.7;-2.8;-9.6;0;1702;3.13
;Tammela;366;19851119;1985;11;19;3325000;6735000;-7;-4.6;-11.6;0;893;3.43
;Tammela;366;19851120;1985;11;20;3325000;6735000;-5.7;-4.5;-7.9;0;881;3.74
;Tammela;366;19851121;1985;11;21;3325000;6735000;-5.4;-3.6;-7.2;0;1103;3.75
;Tammela;366;19851122;1985;11;22;3325000;6735000;-3.6;-2.8;-4.6;0;849;4.39
;Tammela;366;19851123;1985;11;23;3325000;6735000;-3.6;-2.6;-4.8;0;909;4.2
;Tammela;366;19851124;1985;11;24;3325000;6735000;-1.4;-0.2;-3.9;0;925;5.27
;Tammela;366;19851125;1985;11;25;3325000;6735000;-2.7;-1;-3.8;0;865;4.51
;Tammela;366;19851126;1985;11;26;3325000;6735000;-8.6;-3.9;-10.2;4;1021;2.61
;Tammela;366;19851127;1985;11;27;3325000;6735000;-15.4;-10.4;-19.1;0;1339;1.54
;Tammela;366;19851128;1985;11;28;3325000;6735000;-8.3;-2.9;-19.8;1;763;3.02
;Tammela;366;19851129;1985;11;29;3325000;6735000;-3.5;-2.7;-5.7;2;704;4.02
;Tammela;366;19851130;1985;11;30;3325000;6735000;-5.7;-3.7;-6.3;0;727;3.7
;Tammela;366;19851201;1985;12;1;3325000;6735000;-13.9;-6.3;-17.5;0;1185;1.8
;Tammela;366;19851202;1985;12;2;3325000;6735000;-19.4;-17.1;-22.1;0;1066;1.19
;Tammela;366;19851203;1985;12;3;3325000;6735000;-12;-4.8;-20.9;6;665;2.41
;Tammela;366;19851204;1985;12;4;3325000;6735000;-5.1;-3.4;-6.7;3;642;3.68
;Tammela;366;19851205;1985;12;5;3325000;6735000;-7.7;-6.2;-8.9;0;728;3.02
;Tammela;366;19851206;1985;12;6;3325000;6735000;-12.7;-8.7;-15.8;6;639;1.88
;Tammela;366;19851207;1985;12;7;3325000;6735000;-13.2;-10.5;-18.3;0;931;1.64
;Tammela;366;19851208;1985;12;8;3325000;6735000;-5.1;-2.5;-14.8;0;654;3.66
;Tammela;366;19851209;1985;12;9;3325000;6735000;-5.6;-2.4;-9.4;0;606;3.7
;Tammela;366;19851210;1985;12;10;3325000;6735000;-7.5;-4.5;-12.7;0;600;3.26
;Tammela;366;19851211;1985;12;11;3325000;6735000;-3.8;-2.2;-5.3;0;644;4.13
;Tammela;366;19851212;1985;12;12;3325000;6735000;-2.8;0.9;-7.5;0;550;4.78
;Tammela;366;19851213;1985;12;13;3325000;6735000;1;1.9;0;7;548;6.17
;Tammela;366;19851214;1985;12;14;3325000;6735000;-0.1;2.2;-1.5;0;546;5.67
;Tammela;366;19851215;1985;12;15;3325000;6735000;-4.5;-1.5;-7;0;809;3.83
;Tammela;366;19851216;1985;12;16;3325000;6735000;-6.7;-4.1;-8.5;0;533;3.23
;Tammela;366;19851217;1985;12;17;3325000;6735000;-15.3;-9.3;-17.8;0;849;1.57
;Tammela;366;19851218;1985;12;18;3325000;6735000;-14.8;-12.8;-18;1;789;1.57
;Tammela;366;19851219;1985;12;19;3325000;6735000;-7.3;-3;-17.8;8;506;3.41
;Tammela;366;19851220;1985;12;20;3325000;6735000;-11.7;-6.1;-17.2;0;780;2.45
;Tammela;366;19851221;1985;12;21;3325000;6735000;-6.6;0.9;-21.7;10;519;4.06
;Tammela;366;19851222;1985;12;22;3325000;6735000;3.4;4.4;1.1;0;541;7.46
;Tammela;366;19851223;1985;12;23;3325000;6735000;1.9;3.2;1.4;3;527;6.68
;Tammela;366;19851224;1985;12;24;3325000;6735000;1.3;2.5;0.3;2;527;6.47
;Tammela;366;19851225;1985;12;25;3325000;6735000;1.5;2.5;0.6;5;532;6.59
;Tammela;366;19851226;1985;12;26;3325000;6735000;-3;1;-7.4;7;538;4.77
;Tammela;366;19851227;1985;12;27;3325000;6735000;-11.4;-7.4;-16.8;0;720;2.06
;Tammela;366;19851228;1985;12;28;3325000;6735000;-9.5;-7.6;-15.3;4;605;2.75
;Tammela;366;19851229;1985;12;29;3325000;6735000;-6.4;-3.2;-9.4;0;639;3.58
;Tammela;366;19851230;1985;12;30;3325000;6735000;-8.3;-7.1;-10.8;0;758;2.64
;Tammela;366;19851231;1985;12;31;3325000;6735000;-9;-7.4;-11.7;0;614;2.62
;Tammela;366;19860101;1986;1;1;3325000;6735000;-7.9;-6.1;-10.8;0;913;3.09
;Tammela;366;19860102;1986;1;2;3325000;6735000;-14.4;-8;-18;0;914;1.77
;Tammela;366;19860103;1986;1;3;3325000;6735000;-8.2;-6.5;-16.8;7;637;3.07
;Tammela;366;19860104;1986;1;4;3325000;6735000;-4.5;-3.6;-7.4;3;617;3.99
;Tammela;366;19860105;1986;1;5;3325000;6735000;-3.5;-2.8;-3.9;7;616;4.42
;Tammela;366;19860106;1986;1;6;3325000;6735000;-6.3;-3.8;-7.2;1;641;3.59
;Tammela;366;19860107;1986;1;7;3325000;6735000;-19.1;-6.5;-25.7;0;923;1.11
;Tammela;366;19860108;1986;1;8;3325000;6735000;-18.2;-12.6;-26.4;0;791;1.3
;Tammela;366;19860109;1986;1;9;3325000;6735000;-13.1;-11.1;-15.5;0;997;1.71
;Tammela;366;19860110;1986;1;10;3325000;6735000;-15.6;-11.6;-19.8;0;1196;1.46
;Tammela;366;19860111;1986;1;11;3325000;6735000;-12.7;-8;-23.3;1;1060;2.08
;Tammela;366;19860112;1986;1;12;3325000;6735000;-6.4;-5.6;-8.5;0;794;3.28
;Tammela;366;19860113;1986;1;13;3325000;6735000;-5.9;-4.5;-6.5;2;736;3.63
;Tammela;366;19860114;1986;1;14;3325000;6735000;-8.1;-5.9;-9;1;772;3.06
;Tammela;366;19860115;1986;1;15;3325000;6735000;-11.8;-7;-14.5;0;1016;2.16
;Tammela;366;19860116;1986;1;16;3325000;6735000;-17.9;-14;-21.6;0;1195;1.18
;Tammela;366;19860117;1986;1;17;3325000;6735000;-17.9;-15.3;-21.1;0;1461;1.13
;Tammela;366;19860118;1986;1;18;3325000;6735000;-14.7;-12.5;-22;0;1083;1.67
;Tammela;366;19860119;1986;1;19;3325000;6735000;-14;-11.4;-15.5;2;975;1.86
;Tammela;366;19860120;1986;1;20;3325000;6735000;-21.1;-14.6;-24.3;1;1654;0.77
;Tammela;366;19860121;1986;1;21;3325000;6735000;-8.8;-1.3;-24.9;4;886;3.33
;Tammela;366;19860122;1986;1;22;3325000;6735000;0.8;1.6;-1.4;1;936;6.13
;Tammela;366;19860123;1986;1;23;3325000;6735000;0.4;0.6;0.5;6;1084;5.86
;Tammela;366;19860124;1986;1;24;3325000;6735000;0.1;0.3;-0.3;1;1004;5.98
;Tammela;366;19860125;1986;1;25;3325000;6735000;-0.3;0.7;-1.9;0;1103;5.81
;Tammela;366;19860126;1986;1;26;3325000;6735000;-0.9;-0.5;-1.8;2;1511;4.85
;Tammela;366;19860127;1986;1;27;3325000;6735000;0.1;0.7;-2;3;1078;5.33
;Tammela;366;19860128;1986;1;28;3325000;6735000;-1.6;-0.5;-1.7;2;1221;5
;Tammela;366;19860129;1986;1;29;3325000;6735000;-3.8;-1.9;-4.7;0;1250;3.93
;Tammela;366;19860130;1986;1;30;3325000;6735000;-4.6;-3.7;-4.9;0;1206;3.68
;Tammela;366;19860131;1986;1;31;3325000;6735000;-4.1;-3.2;-4.8;0;1677;4.17
;Tammela;366;19860201;1986;2;1;3325000;6735000;-6.1;-3.4;-7.2;0;1922;3.27
;Tammela;366;19860202;1986;2;2;3325000;6735000;-11.8;-6.4;-14.6;0;2658;2.16
;Tammela;366;19860203;1986;2;3;3325000;6735000;-17.4;-11.6;-21.1;0;2451;1.4
;Tammela;366;19860204;1986;2;4;3325000;6735000;-11.3;-6.9;-19.8;0;1317;2.39
;Tammela;366;19860205;1986;2;5;3325000;6735000;-14.9;-9.2;-18.9;0;2858;1.4
;Tammela;366;19860206;1986;2;6;3325000;6735000;-16.2;-13;-17.4;0;2541;1.28
;Tammela;366;19860207;1986;2;7;3325000;6735000;-19;-12.7;-23.3;0;3076;1.23
;Tammela;366;19860208;1986;2;8;3325000;6735000;-19;-12.8;-24.1;0;3295;1.12
;Tammela;366;19860209;1986;2;9;3325000;6735000;-15.8;-11.8;-20.3;0;2638;1.64
;Tammela;366;19860210;1986;2;10;3325000;6735000;-9.9;-6.5;-14.9;0;1660;2.58
;Tammela;366;19860211;1986;2;11;3325000;6735000;-7.5;-3.5;-9.8;0;3407;2.99
;Tammela;366;19860212;1986;2;12;3325000;6735000;-7.5;-3.1;-10.9;0;2914;2.72
;Tammela;366;19860213;1986;2;13;3325000;6735000;-5;-1.2;-8.9;0;1679;3.76
;Tammela;366;19860214;1986;2;14;3325000;6735000;-10.9;-4.3;-15.5;0;2926;2.15
;Tammela;366;19860215;1986;2;15;3325000;6735000;-9.4;-6.2;-19.8;0;2328;2.65
;Tammela;366;19860216;1986;2;16;3325000;6735000;-8.2;-5.8;-12;0;2463;2.85
;Tammela;366;19860217;1986;2;17;3325000;6735000;-8.9;-4.4;-15.4;0;3251;2.49
;Tammela;366;19860218;1986;2;18;3325000;6735000;-12.3;-6.2;-15.9;0;4691;1.83
;Tammela;366;19860219;1986;2;19;3325000;6735000;-20.7;-12.4;-26.2;0;4817;0.94
;Tammela;366;19860220;1986;2;20;3325000;6735000;-19.1;-9.5;-30.1;0;4790;0.96
;Tammela;366;19860221;1986;2;21;3325000;6735000;-13.7;-10.7;-18.8;1;4376;1.19
;Tammela;366;19860222;1986;2;22;3325000;6735000;-15.3;-12.5;-15.9;1;3647;1.55
;Tammela;366;19860223;1986;2;23;3325000;6735000;-18.3;-12.2;-25.1;0;5528;1.21
;Tammela;366;19860224;1986;2;24;3325000;6735000;-17.4;-12.6;-21.7;0;5921;1.23
;Tammela;366;19860225;1986;2;25;3325000;6735000;-15.4;-11.9;-21.5;0;5961;1.29
;Tammela;366;19860226;1986;2;26;3325000;6735000;-6.1;-1.1;-16.9;1;5103;3.11
;Tammela;366;19860227;1986;2;27;3325000;6735000;-6.7;-3.3;-10.2;0;3706;2.99
;Tammela;366;19860228;1986;2;28;3325000;6735000;-10.2;-5.3;-17.6;0;5182;2.14
;Tammela;366;19860301;1986;3;1;3325000;6735000;-6.8;-2;-12;0;6173;2.66
;Tammela;366;19860302;1986;3;2;3325000;6735000;-8.6;-4.2;-15.5;0;6515;2.1
;Tammela;366;19860303;1986;3;3;3325000;6735000;-2.6;1.8;-8.6;0;4361;3.79
;Tammela;366;19860304;1986;3;4;3325000;6735000;-1.4;1.1;-3.7;1;5154;3.58
;Tammela;366;19860305;1986;3;5;3325000;6735000;-1.8;-1.2;-2.7;5;2201;4.92
;Tammela;366;19860306;1986;3;6;3325000;6735000;0.5;2.3;-2.3;0;2295;5.92
;Tammela;366;19860307;1986;3;7;3325000;6735000;0.6;2.1;-0.4;0;2985;5.7
;Tammela;366;19860308;1986;3;8;3325000;6735000;0.4;1.6;-0.9;0;2510;5.53
;Tammela;366;19860309;1986;3;9;3325000;6735000;-0.6;1.5;-1.2;0;2790;5.42
;Tammela;366;19860310;1986;3;10;3325000;6735000;-2.4;-1.4;-2.7;0;2773;4.88
;Tammela;366;19860311;1986;3;11;3325000;6735000;-2.6;-2;-3.2;0;2611;4.86
;Tammela;366;19860312;1986;3;12;3325000;6735000;-3.1;-2.1;-3.9;0;2789;4.3
;Tammela;366;19860313;1986;3;13;3325000;6735000;-3.1;-2.3;-3.9;0;2932;4.08
;Tammela;366;19860314;1986;3;14;3325000;6735000;-2.8;1.6;-5.2;0;9554;3.8
;Tammela;366;19860315;1986;3;15;3325000;6735000;-3.6;-2.3;-4.3;0;3179;3.72
;Tammela;366;19860316;1986;3;16;3325000;6735000;-3.8;-0.4;-5.1;0;4328;3.79
;Tammela;366;19860317;1986;3;17;3325000;6735000;-4;4.7;-12.1;0;11272;3.79
;Tammela;366;19860318;1986;3;18;3325000;6735000;-2;5.5;-8.9;0;11274;3.74
;Tammela;366;19860319;1986;3;19;3325000;6735000;-2;6.2;-10.2;0;11315;3.26
;Tammela;366;19860320;1986;3;20;3325000;6735000;-0.4;6.9;-7.2;0;11869;4.31
;Tammela;366;19860321;1986;3;21;3325000;6735000;0.3;4.5;-3.4;0;12119;4.86
;Tammela;366;19860322;1986;3;22;3325000;6735000;-0.1;2.1;-2.8;0;5294;5.49
;Tammela;366;19860323;1986;3;23;3325000;6735000;1.7;4.1;-1;3;8969;5.04
;Tammela;366;19860324;1986;3;24;3325000;6735000;0.6;2.2;-0.6;1;4501;5.71
;Tammela;366;19860325;1986;3;25;3325000;6735000;0.5;2.8;-0.7;8;6700;5.66
;Tammela;366;19860326;1986;3;26;3325000;6735000;0.8;1.9;0.3;3;4031;6.02
;Tammela;366;19860327;1986;3;27;3325000;6735000;0.9;2.1;0.3;4;4329;6.1
