OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;
;;;Lohja;178;19881222;1988;12;22;3325000;6695000;-3;1.9;-12.1;7;555;4.32;
;;;Lohja;178;19881223;1988;12;23;3325000;6695000;-2;2.6;-3.1;0;693;4.66;
;;;Lohja;178;19881224;1988;12;24;3325000;6695000;-9.7;-2.9;-13.5;0;637;2.61;
;;;Lohja;178;19881225;1988;12;25;3325000;6695000;-13.4;-9.5;-19.2;0;706;1.4;
;;;Lohja;178;19881226;1988;12;26;3325000;6695000;-11.6;-6.8;-20.7;4;747;2.5;
;;;Lohja;178;19881227;1988;12;27;3325000;6695000;-10.5;-6.9;-10.5;0;577;2.89;
;;;Lohja;178;19881228;1988;12;28;3325000;6695000;-7.9;-4.1;-17.7;0;633;2.8;
;;;Lohja;178;19881229;1988;12;29;3325000;6695000;1;3.9;-4.1;0;607;6.59;
;;;Lohja;178;19881230;1988;12;30;3325000;6695000;0.3;2.9;-1;15;892;5.17;
;;;Lohja;178;19881231;1988;12;31;3325000;6695000;-1.8;0.9;-3.2;0;783;4.65;
;;;Lohja;178;19890101;1989;1;1;3325000;6695000;-7.5;-1.9;-15.2;0;921;2.57;
;;;Lohja;178;19890102;1989;1;2;3325000;6695000;-4.4;0.5;-16.3;1;638;4.66;
;;;Lohja;178;19890103;1989;1;3;3325000;6695000;0.1;1.4;-1.3;0;813;5.97;
;;;Lohja;178;19890104;1989;1;4;3325000;6695000;0.1;0.5;-1;0;660;5.98;
;;;Lohja;178;19890105;1989;1;5;3325000;6695000;1.2;2.6;-1.1;0;699;6.45;
;;;Lohja;178;19890106;1989;1;6;3325000;6695000;-0.3;1.8;-1.3;0;723;5.64;
;;;Lohja;178;19890107;1989;1;7;3325000;6695000;-1.5;-0.5;-3.4;0;786;5.15;
;;;Lohja;178;19890108;1989;1;8;3325000;6695000;-1;-1;-1.8;6;729;4.99;
;;;Lohja;178;19890109;1989;1;9;3325000;6695000;0.2;1.1;-1.7;2;1172;5.6;
;;;Lohja;178;19890110;1989;1;10;3325000;6695000;-0.4;3.9;-1.9;0;1104;5.48;
;;;Lohja;178;19890111;1989;1;11;3325000;6695000;-2;-1.3;-5.3;0;917;4.55;
;;;Lohja;178;19890112;1989;1;12;3325000;6695000;0.6;2.2;-5.3;1;774;5.93;
;;;Lohja;178;19890113;1989;1;13;3325000;6695000;1.1;2.5;0.2;3;797;6.63;
;;;Lohja;178;19890114;1989;1;14;3325000;6695000;0.3;1;0.2;8;824;6.33;
;;;Lohja;178;19890115;1989;1;15;3325000;6695000;1.5;3.7;-0.4;12;764;6.5;
;;;Lohja;178;19890116;1989;1;16;3325000;6695000;3.1;4.5;1.1;2;1461;4.6;
;;;Lohja;178;19890117;1989;1;17;3325000;6695000;2.2;5.1;-2.4;0;1396;5.06;
;;;Lohja;178;19890118;1989;1;18;3325000;6695000;-1.7;2.2;-2.7;0;1365;3.96;
;;;Lohja;178;19890119;1989;1;19;3325000;6695000;-2.4;1.3;-9.5;0;1103;4.66;
;;;Lohja;178;19890120;1989;1;20;3325000;6695000;1.4;3.2;0.4;0;1166;6.59;
;;;Lohja;178;19890121;1989;1;21;3325000;6695000;0.4;1.2;-0.4;1;992;6.08;
;;;Lohja;178;19890122;1989;1;22;3325000;6695000;0.4;1.6;0.2;2;1053;5.98;
;;;Lohja;178;19890123;1989;1;23;3325000;6695000;-1.6;0.3;-3;0;1460;3.81;
;;;Lohja;178;19890124;1989;1;24;3325000;6695000;-1.9;-1.6;-6.4;0;1149;4.67;
;;;Lohja;178;19890125;1989;1;25;3325000;6695000;0.7;3.4;-2.1;0;1223;6.3;
;;;Lohja;178;19890126;1989;1;26;3325000;6695000;0.4;1.1;-2.2;0;1101;5.68;
;;;Lohja;178;19890127;1989;1;27;3325000;6695000;1.5;1.9;-0.6;0;2224;5.85;
;;;Lohja;178;19890128;1989;1;28;3325000;6695000;2.5;4.1;1.6;0;1248;6.9;
;;;Lohja;178;19890129;1989;1;29;3325000;6695000;2.3;5;-0.6;0;1939;5.11;
;;;Lohja;178;19890130;1989;1;30;3325000;6695000;2.1;4.8;1.1;0;2288;4.76;
;;;Lohja;178;19890131;1989;1;31;3325000;6695000;0.7;1.7;-1.6;0;2270;4.05;
;;;Lohja;178;19890201;1989;2;1;3325000;6695000;2;5.9;-1.7;0;2212;5.9;
;;;Lohja;178;19890202;1989;2;2;3325000;6695000;1.8;2.9;-1;0;2413;5.96;
;;;Lohja;178;19890203;1989;2;3;3325000;6695000;3.7;7.4;0.5;0;2661;5.72;
;;;Lohja;178;19890204;1989;2;4;3325000;6695000;3.3;4.9;-2.1;16;1348;6.83;
;;;Lohja;178;19890205;1989;2;5;3325000;6695000;1.9;3.7;0.9;7;1416;6.55;
;;;Lohja;178;19890206;1989;2;6;3325000;6695000;2.4;4.4;-1.5;0;2163;5.85;
;;;Lohja;178;19890207;1989;2;7;3325000;6695000;4.5;6.6;4.2;4;2335;7.63;
;;;Lohja;178;19890208;1989;2;8;3325000;6695000;1;4.6;0.7;0;3350;5.42;
;;;Lohja;178;19890209;1989;2;9;3325000;6695000;-4.1;0.9;-7.4;0;3559;3.41;
;;;Lohja;178;19890210;1989;2;10;3325000;6695000;-3.2;0.9;-10.5;0;2444;4.45;
;;;Lohja;178;19890211;1989;2;11;3325000;6695000;0.4;1.5;-2.7;0;1531;6.14;
;;;Lohja;178;19890212;1989;2;12;3325000;6695000;1.1;2.1;0.5;2;1968;6.44;
;;;Lohja;178;19890213;1989;2;13;3325000;6695000;0;2.1;-1;0;3912;5.21;
;;;Lohja;178;19890214;1989;2;14;3325000;6695000;-0.4;1.4;-3.8;3;2737;5.28;
;;;Lohja;178;19890215;1989;2;15;3325000;6695000;0.3;1;-0.8;13;1693;6.04;
;;;Lohja;178;19890216;1989;2;16;3325000;6695000;-0.4;1.5;-1.3;0;3037;5.53;
;;;Lohja;178;19890217;1989;2;17;3325000;6695000;-3.7;0;-5.1;0;4321;4.07;
;;;Lohja;178;19890218;1989;2;18;3325000;6695000;-4.3;0.5;-11.6;0;4745;3.93;
;;;Lohja;178;19890219;1989;2;19;3325000;6695000;-1.4;0.2;-5.5;14;1906;4.87;
;;;Lohja;178;19890220;1989;2;20;3325000;6695000;-0.2;3.4;-0.9;0;2859;5.8;
;;;Lohja;178;19890221;1989;2;21;3325000;6695000;-2.4;3;-4.9;0;5308;4.6;
;;;Lohja;178;19890222;1989;2;22;3325000;6695000;-3.7;1.4;-9.7;0;4975;4.28;
;;;Lohja;178;19890223;1989;2;23;3325000;6695000;-1.4;1.2;-8.9;3;2060;5.41;
;;;Lohja;178;19890224;1989;2;24;3325000;6695000;1;2.4;0.3;0;2815;5.94;
;;;Lohja;178;19890225;1989;2;25;3325000;6695000;1.6;2.6;0.6;6;3328;5.86;
;;;Lohja;178;19890226;1989;2;26;3325000;6695000;1.8;2.4;0.7;2;2221;6.77;
;;;Lohja;178;19890227;1989;2;27;3325000;6695000;2.5;4.3;1.6;16;2913;7.19;
;;;Lohja;178;19890228;1989;2;28;3325000;6695000;1.9;3.3;0.2;4;2456;6.61;
;;;Lohja;178;19890301;1989;3;1;3325000;6695000;1.9;3;1;0;2511;6.68;
;;;Lohja;178;19890302;1989;3;2;3325000;6695000;1.3;2.5;0.5;0;2442;6.55;
;;;Lohja;178;19890303;1989;3;3;3325000;6695000;0.9;1.7;0.2;0;2323;6.39;
;;;Lohja;178;19890304;1989;3;4;3325000;6695000;1;2.2;0.3;0;2450;6.42;
;;;Lohja;178;19890305;1989;3;5;3325000;6695000;1;2.4;-0.1;0;2202;6.37;
;;;Lohja;178;19890306;1989;3;6;3325000;6695000;0.9;1.4;0.5;0;2441;6.33;
;;;Lohja;178;19890307;1989;3;7;3325000;6695000;0.2;0.9;-0.5;0;2126;5.62;
;;;Lohja;178;19890308;1989;3;8;3325000;6695000;-0.7;2.3;-3.8;0;5605;5.05;
;;;Lohja;178;19890309;1989;3;9;3325000;6695000;-0.1;1.2;-1.5;0;2777;5.51;
;;;Lohja;178;19890310;1989;3;10;3325000;6695000;0.5;1.3;-0.4;0;2906;5.4;
;;;Lohja;178;19890311;1989;3;11;3325000;6695000;1.7;3.4;0.6;13;2415;6.17;
;;;Lohja;178;19890312;1989;3;12;3325000;6695000;0.7;1.6;-0.1;0;2595;6.23;
;;;Lohja;178;19890313;1989;3;13;3325000;6695000;0.9;2;-0.5;2;2974;6.17;
;;;Lohja;178;19890314;1989;3;14;3325000;6695000;1.8;2.8;0.2;5;2922;6.7;
;;;Lohja;178;19890315;1989;3;15;3325000;6695000;1.9;5.3;-0.1;0;5383;6.01;
;;;Lohja;178;19890316;1989;3;16;3325000;6695000;0.2;1;-2;0;3219;5.89;
;;;Lohja;178;19890317;1989;3;17;3325000;6695000;1.2;2.5;0.4;0;2722;6.24;
;;;Lohja;178;19890318;1989;3;18;3325000;6695000;0.1;3.5;-1.6;0;10384;4.12;
;;;Lohja;178;19890319;1989;3;19;3325000;6695000;0.5;1.7;-2.9;3;2886;5.87;
;;;Lohja;178;19890320;1989;3;20;3325000;6695000;2;7.1;-0.9;0;8577;6.41;
;;;Lohja;178;19890321;1989;3;21;3325000;6695000;4.7;7.6;2.6;2;4324;7.2;
;;;Lohja;178;19890322;1989;3;22;3325000;6695000;2.5;4.3;0.7;9;4869;6.81;
;;;Lohja;178;19890323;1989;3;23;3325000;6695000;1.8;3.7;0.4;7;4298;6.74;
;;;Lohja;178;19890324;1989;3;24;3325000;6695000;1.5;3.4;-0.2;7;6412;5.86;
;;;Lohja;178;19890325;1989;3;25;3325000;6695000;1.5;3.6;0.4;5;3892;6.74;
;;;Lohja;178;19890326;1989;3;26;3325000;6695000;1.4;2.9;0.3;0;4061;6.01;
;;;Lohja;178;19890327;1989;3;27;3325000;6695000;1.7;7.6;-1.8;0;13757;5.19;
;;;Lohja;178;19890328;1989;3;28;3325000;6695000;0.9;5.1;-2.9;5;9461;4.99;
;;;Lohja;178;19890329;1989;3;29;3325000;6695000;3.3;5.6;0.7;0;7017;5.44;
;;;Lohja;178;19890330;1989;3;30;3325000;6695000;1.1;4.7;-0.9;0;13117;3.62;
;;;Lohja;178;19890331;1989;3;31;3325000;6695000;0.3;6.3;-5.2;0;13759;3.58;
;;;Lohja;178;19890401;1989;4;1;3325000;6695000;-1.4;1.8;-3.7;0;11239;3.27;
;;;Lohja;178;19890402;1989;4;2;3325000;6695000;-1.9;0.8;-3.8;0;13576;3.04;
;;;Lohja;178;19890403;1989;4;3;3325000;6695000;-2;3.1;-6;0;15569;2.83;
;;;Lohja;178;19890404;1989;4;4;3325000;6695000;-2.7;4.1;-8.9;0;15883;2.98;
;;;Lohja;178;19890405;1989;4;5;3325000;6695000;-1.5;7.4;-8.9;0;16403;3.19;
;;;Lohja;178;19890406;1989;4;6;3325000;6695000;1.1;7.7;-6.5;0;16370;4.1;
;;;Lohja;178;19890407;1989;4;7;3325000;6695000;3.5;7.1;1.3;1;5815;5.75;
;;;Lohja;178;19890408;1989;4;8;3325000;6695000;3.2;3.9;2.6;0;5296;7.28;
;;;Lohja;178;19890409;1989;4;9;3325000;6695000;2.8;3.8;1.9;1;6925;7.1;
;;;Lohja;178;19890410;1989;4;10;3325000;6695000;3.6;6.9;2.6;0;6589;7.42;
;;;Lohja;178;19890411;1989;4;11;3325000;6695000;3.9;7.6;0.7;0;8393;7.17;
;;;Lohja;178;19890412;1989;4;12;3325000;6695000;8;11.6;5.5;0;8198;9.94;
;;;Lohja;178;19890413;1989;4;13;3325000;6695000;11.4;19.6;5.2;0;15742;9.07;
;;;Lohja;178;19890414;1989;4;14;3325000;6695000;11.5;19.3;3.3;0;18577;8.35;
;;;Lohja;178;19890415;1989;4;15;3325000;6695000;6.9;12.7;4.4;0;18712;6.08;
;;;Lohja;178;19890416;1989;4;16;3325000;6695000;2.8;9.3;-2.3;3;14332;4.94;
;;;Lohja;178;19890417;1989;4;17;3325000;6695000;2.7;5.7;0.6;15;4669;7.27;
;;;Lohja;178;19890418;1989;4;18;3325000;6695000;3.8;8.4;0.4;0;6368;7.39;
;;;Lohja;178;19890419;1989;4;19;3325000;6695000;9.5;13.4;7;0;8886;9.19;
;;;Lohja;178;19890420;1989;4;20;3325000;6695000;8.3;12.9;4;0;15621;8.66;
;;;Lohja;178;19890421;1989;4;21;3325000;6695000;7.5;11.6;4.7;0;10017;7.89;
;;;Lohja;178;19890422;1989;4;22;3325000;6695000;5.4;11.7;-0.4;7;13605;6.62;
;;;Lohja;178;19890423;1989;4;23;3325000;6695000;5.9;8.4;3.6;1;6942;7.92;
;;;Lohja;178;19890424;1989;4;24;3325000;6695000;3.2;7.7;-1.1;1;16337;5.61;
;;;Lohja;178;19890425;1989;4;25;3325000;6695000;4.3;9.4;-2.1;0;15270;5.09;
;;;Lohja;178;19890426;1989;4;26;3325000;6695000;10.6;16.6;3.4;0;19434;6.9;
;;;Lohja;178;19890427;1989;4;27;3325000;6695000;14.7;19.6;10.5;1;16037;10.62;
;;;Lohja;178;19890428;1989;4;28;3325000;6695000;11.5;15.4;9.6;5;10371;11.72;
;;;Lohja;178;19890429;1989;4;29;3325000;6695000;10.9;13.1;8.5;4;8101;11.76;
;;;Lohja;178;19890430;1989;4;30;3325000;6695000;9.2;13.4;5.9;0;21378;6.27;
;;;Lohja;178;19890501;1989;5;1;3325000;6695000;7.9;14.5;-0.3;0;22504;5.08;
;;;Lohja;178;19890502;1989;5;2;3325000;6695000;7.8;14.8;-0.4;0;11135;6.06;
;;;Lohja;178;19890503;1989;5;3;3325000;6695000;10.5;18.5;1;0;21477;8.17;
;;;Lohja;178;19890504;1989;5;4;3325000;6695000;10.9;17;6.7;0;15732;9.08;
;;;Lohja;178;19890505;1989;5;5;3325000;6695000;9.4;14.3;4;1;19854;6.58;
;;;Lohja;178;19890506;1989;5;6;3325000;6695000;9.2;14.8;3;0;19747;6.08;
;;;Lohja;178;19890507;1989;5;7;3325000;6695000;8.2;13.7;1.6;0;21445;5.14;
;;;Lohja;178;19890508;1989;5;8;3325000;6695000;6.8;10.9;3;6;6976;7.75;
;;;Lohja;178;19890509;1989;5;9;3325000;6695000;9.1;15.5;3.2;4;17955;7.84;
;;;Lohja;178;19890510;1989;5;10;3325000;6695000;7.8;10.3;6.7;0;21184;7.64;
;;;Lohja;178;19890511;1989;5;11;3325000;6695000;7.4;11.6;3.4;0;16578;7.2;
;;;Lohja;178;19890512;1989;5;12;3325000;6695000;7.1;13.7;-0.5;1;23997;6.17;
;;;Lohja;178;19890513;1989;5;13;3325000;6695000;10;15;7.9;2;11160;9.55;
;;;Lohja;178;19890514;1989;5;14;3325000;6695000;8.7;13.5;4.2;3;19230;8.46;
;;;Lohja;178;19890515;1989;5;15;3325000;6695000;10.9;16;6.3;0;25170;7.62;
;;;Lohja;178;19890516;1989;5;16;3325000;6695000;11.5;18.4;2.8;0;25028;9.25;
;;;Lohja;178;19890517;1989;5;17;3325000;6695000;12.4;16.7;8.7;0;24976;7.54;
;;;Lohja;178;19890518;1989;5;18;3325000;6695000;11;15.7;5.2;0;26396;6.43;
;;;Lohja;178;19890519;1989;5;19;3325000;6695000;10.6;15.9;2.7;0;9905;8.98;
;;;Lohja;178;19890520;1989;5;20;3325000;6695000;11;14.3;7.6;0;24822;6.02;
;;;Lohja;178;19890521;1989;5;21;3325000;6695000;10.9;15.3;5.5;0;20871;6.55;
;;;Lohja;178;19890522;1989;5;22;3325000;6695000;10.2;15.8;2.5;0;16196;6.73;
;;;Lohja;178;19890523;1989;5;23;3325000;6695000;15.5;22.5;7.3;0;28740;8.37;
;;;Lohja;178;19890524;1989;5;24;3325000;6695000;17;25.1;6;0;27493;8.37;
;;;Lohja;178;19890525;1989;5;25;3325000;6695000;17.7;24.4;8.1;0;26573;9.58;
;;;Lohja;178;19890526;1989;5;26;3325000;6695000;16.9;23.5;7.5;2;26669;10.48;
;;;Lohja;178;19890527;1989;5;27;3325000;6695000;12.3;18.7;9.8;0;17667;8.86;
;;;Lohja;178;19890528;1989;5;28;3325000;6695000;10.3;16.2;2.3;0;28684;5.4;
;;;Lohja;178;19890529;1989;5;29;3325000;6695000;10.4;16.4;2.5;0;20174;8.22;
;;;Lohja;178;19890530;1989;5;30;3325000;6695000;11.6;16.3;6.5;0;23520;7.35;
;;;Lohja;178;19890531;1989;5;31;3325000;6695000;8.4;13.5;2.8;10;15308;9.51;
;;;Lohja;178;19890601;1989;6;1;3325000;6695000;9.3;12.6;7.2;0;17663;7.91;
;;;Lohja;178;19890602;1989;6;2;3325000;6695000;11.5;17;3.9;0;21764;8.12;
;;;Lohja;178;19890603;1989;6;3;3325000;6695000;12.6;15.9;9.5;2;13314;11.13;
;;;Lohja;178;19890604;1989;6;4;3325000;6695000;17.4;25.8;11;5;26517;13.96;
;;;Lohja;178;19890605;1989;6;5;3325000;6695000;17.1;20.7;12.7;0;23314;14.2;
;;;Lohja;178;19890606;1989;6;6;3325000;6695000;13.6;19.1;12.9;3;12986;14.53;
;;;Lohja;178;19890607;1989;6;7;3325000;6695000;13.6;16.7;10.2;2;11111;12.16;
;;;Lohja;178;19890608;1989;6;8;3325000;6695000;13.5;17;11.5;0;16661;13.03;
;;;Lohja;178;19890609;1989;6;9;3325000;6695000;13.4;19.3;7;0;24749;9.97;
;;;Lohja;178;19890610;1989;6;10;3325000;6695000;12;16;8.2;1;8602;10.93;
;;;Lohja;178;19890611;1989;6;11;3325000;6695000;14.4;19.6;10.5;0;25481;9.55;
;;;Lohja;178;19890612;1989;6;12;3325000;6695000;13.4;20.6;6.5;1;26234;9.95;
;;;Lohja;178;19890613;1989;6;13;3325000;6695000;12.4;16.3;7.2;0;24587;6.58;
;;;Lohja;178;19890614;1989;6;14;3325000;6695000;11.9;16.6;7.1;1;27274;7.06;
;;;Lohja;178;19890615;1989;6;15;3325000;6695000;9.8;14.1;7.8;5;9679;10.37;
;;;Lohja;178;19890616;1989;6;16;3325000;6695000;17.8;23.8;11.8;0;26346;11.84;
;;;Lohja;178;19890617;1989;6;17;3325000;6695000;18;25;8.9;0;28829;12.53;
;;;Lohja;178;19890618;1989;6;18;3325000;6695000;15.5;20.1;11.5;1;23930;10.88;
;;;Lohja;178;19890619;1989;6;19;3325000;6695000;15.6;20.6;10.7;0;16770;12.59;
;;;Lohja;178;19890620;1989;6;20;3325000;6695000;19.5;26.1;10.9;0;29679;13.67;
;;;Lohja;178;19890621;1989;6;21;3325000;6695000;20.6;25.5;13.6;0;28136;10.8;
;;;Lohja;178;19890622;1989;6;22;3325000;6695000;19.4;26.3;9.9;0;28843;10.03;
;;;Lohja;178;19890623;1989;6;23;3325000;6695000;19.4;25.3;10.2;0;29766;11.3;
;;;Lohja;178;19890624;1989;6;24;3325000;6695000;20;26.7;12.3;0;24061;13.67;
;;;Lohja;178;19890625;1989;6;25;3325000;6695000;17.4;24;10.6;0;27113;11.74;
;;;Lohja;178;19890626;1989;6;26;3325000;6695000;18.6;23.8;11.2;0;28855;13.2;
;;;Lohja;178;19890627;1989;6;27;3325000;6695000;20.2;26.3;11.8;0;29686;13.17;
;;;Lohja;178;19890628;1989;6;28;3325000;6695000;21;27.5;13.2;0;26198;14.68;
;;;Lohja;178;19890629;1989;6;29;3325000;6695000;18.7;22.8;14.5;0;21676;14.47;
;;;Lohja;178;19890630;1989;6;30;3325000;6695000;16.5;22.1;8.7;0;17817;13.96;
;;;Lohja;178;19890701;1989;7;1;3325000;6695000;16;21.7;11.1;0;19654;9.61;
;;;Lohja;178;19890702;1989;7;2;3325000;6695000;16.8;22.8;12.9;0;18819;9.85;
;;;Lohja;178;19890703;1989;7;3;3325000;6695000;19.6;24.5;13.5;0;28259;8.23;
;;;Lohja;178;19890704;1989;7;4;3325000;6695000;19;26.3;8.5;0;29766;10.62;
;;;Lohja;178;19890705;1989;7;5;3325000;6695000;21;28.4;12.4;0;27599;13.1;
;;;Lohja;178;19890706;1989;7;6;3325000;6695000;18.4;24.1;12.6;0;28554;8.48;
;;;Lohja;178;19890707;1989;7;7;3325000;6695000;19;26.8;7.9;0;29255;12.37;
;;;Lohja;178;19890708;1989;7;8;3325000;6695000;21.7;29.6;12.1;0;28147;15.01;
;;;Lohja;178;19890709;1989;7;9;3325000;6695000;21.9;28.5;13.8;0;20789;16.57;
;;;Lohja;178;19890710;1989;7;10;3325000;6695000;18.2;24.3;15.5;0;16192;11.27;
;;;Lohja;178;19890711;1989;7;11;3325000;6695000;15.5;19.2;13;4;12244;14.94;
;;;Lohja;178;19890712;1989;7;12;3325000;6695000;17.6;22.9;13.7;0;17049;15.42;
;;;Lohja;178;19890713;1989;7;13;3325000;6695000;16.6;20.5;12.7;6;16401;14.47;
;;;Lohja;178;19890714;1989;7;14;3325000;6695000;16.4;21.3;10.5;0;18953;14.18;
;;;Lohja;178;19890715;1989;7;15;3325000;6695000;15;19.8;12.2;1;14268;13.42;
;;;Lohja;178;19890716;1989;7;16;3325000;6695000;13.6;17.7;10.1;0;20862;11.53;
;;;Lohja;178;19890717;1989;7;17;3325000;6695000;12.2;17.8;5.6;5;20642;11.21;
;;;Lohja;178;19890718;1989;7;18;3325000;6695000;11.2;13.6;10.3;4;9606;12.62;
;;;Lohja;178;19890719;1989;7;19;3325000;6695000;13;15.8;10.5;0;14808;12.28;
;;;Lohja;178;19890720;1989;7;20;3325000;6695000;13.9;18;9.7;0;19307;10.38;
;;;Lohja;178;19890721;1989;7;21;3325000;6695000;14.6;18.8;9;0;18314;10.49;
;;;Lohja;178;19890722;1989;7;22;3325000;6695000;14.9;19.5;10.4;0;17404;11.01;
;;;Lohja;178;19890723;1989;7;23;3325000;6695000;15.9;21.7;9.1;0;20407;10.46;
;;;Lohja;178;19890724;1989;7;24;3325000;6695000;15.9;23.7;7.9;0;23694;10.35;
;;;Lohja;178;19890725;1989;7;25;3325000;6695000;18.8;26.1;10.1;0;24177;11.04;
;;;Lohja;178;19890726;1989;7;26;3325000;6695000;19.8;27;12.1;0;24172;14.28;
;;;Lohja;178;19890727;1989;7;27;3325000;6695000;19.7;25.8;11.9;0;26702;13.92;
;;;Lohja;178;19890728;1989;7;28;3325000;6695000;19.9;26.4;13;0;22820;14.17;
;;;Lohja;178;19890729;1989;7;29;3325000;6695000;17.1;23.6;9.6;0;23913;12.3;
;;;Lohja;178;19890730;1989;7;30;3325000;6695000;17.4;21.9;11.5;0;18890;15.15;
;;;Lohja;178;19890731;1989;7;31;3325000;6695000;17.2;24.1;12.1;11;24641;15.55;
;;;Lohja;178;19890801;1989;8;1;3325000;6695000;17.3;20.3;15.2;0;11996;14.71;
;;;Lohja;178;19890802;1989;8;2;3325000;6695000;14.7;17.7;9.7;2;10801;14.38;
;;;Lohja;178;19890803;1989;8;3;3325000;6695000;18.2;24.9;13.4;10;13784;17.55;
;;;Lohja;178;19890804;1989;8;4;3325000;6695000;15.2;17.3;13.4;0;8025;13.46;
;;;Lohja;178;19890805;1989;8;5;3325000;6695000;14.1;16;11.9;17;10282;15.24;
;;;Lohja;178;19890806;1989;8;6;3325000;6695000;15.6;18.7;13.5;0;12268;13.29;
;;;Lohja;178;19890807;1989;8;7;3325000;6695000;15.2;20.1;11.2;0;14591;13.22;
;;;Lohja;178;19890808;1989;8;8;3325000;6695000;15.5;21;8.8;0;19922;13.52;
;;;Lohja;178;19890809;1989;8;9;3325000;6695000;15.8;22.5;9.4;4;20417;13.79;
;;;Lohja;178;19890810;1989;8;10;3325000;6695000;16.1;21.9;10.3;0;20652;14.6;
;;;Lohja;178;19890811;1989;8;11;3325000;6695000;15.7;21.3;10.1;0;16263;14.87;
;;;Lohja;178;19890812;1989;8;12;3325000;6695000;16.3;18;15.1;7;6137;17.22;
;;;Lohja;178;19890813;1989;8;13;3325000;6695000;15.8;19;14.1;0;13372;13.29;
;;;Lohja;178;19890814;1989;8;14;3325000;6695000;15.9;21.7;10.3;0;19589;12.69;
;;;Lohja;178;19890815;1989;8;15;3325000;6695000;15.4;20.2;10.1;0;14217;14.21;
;;;Lohja;178;19890816;1989;8;16;3325000;6695000;18.3;23.4;13.3;0;17925;15.21;
;;;Lohja;178;19890817;1989;8;17;3325000;6695000;16.7;21.5;10.9;0;7066;17.39;
;;;Lohja;178;19890818;1989;8;18;3325000;6695000;16.2;20;13;0;18827;12.25;
;;;Lohja;178;19890819;1989;8;19;3325000;6695000;15.2;19.2;11.7;0;16063;11.85;
;;;Lohja;178;19890820;1989;8;20;3325000;6695000;14.4;20.5;8.1;4;17035;12.39;
;;;Lohja;178;19890821;1989;8;21;3325000;6695000;15;16.3;12.8;22;5063;16.13;
;;;Lohja;178;19890822;1989;8;22;3325000;6695000;14.5;19.6;11.1;0;19861;11.44;
;;;Lohja;178;19890823;1989;8;23;3325000;6695000;11.2;17.5;6.3;9;11006;12.14;
;;;Lohja;178;19890824;1989;8;24;3325000;6695000;10.7;14.7;7.6;12;10542;11.84;
;;;Lohja;178;19890825;1989;8;25;3325000;6695000;9.8;14.8;6;5;6941;11.6;
;;;Lohja;178;19890826;1989;8;26;3325000;6695000;10.5;12.2;8.9;0;6447;10.05;
;;;Lohja;178;19890827;1989;8;27;3325000;6695000;9;11.6;6.6;0;8469;8.65;
;;;Lohja;178;19890828;1989;8;28;3325000;6695000;10.3;14.6;7.7;0;10867;8.8;
;;;Lohja;178;19890829;1989;8;29;3325000;6695000;11.1;16;8.4;0;14694;9.32;
;;;Lohja;178;19890830;1989;8;30;3325000;6695000;9.1;16.2;3.3;0;15567;7.76;
;;;Lohja;178;19890831;1989;8;31;3325000;6695000;9.2;16.6;2;0;16525;8.43;
;;;Lohja;178;19890901;1989;9;1;3325000;6695000;10.8;17.3;5.5;0;15375;9.93;
;;;Lohja;178;19890902;1989;9;2;3325000;6695000;10.7;15.9;5.1;0;12203;11.59;
;;;Lohja;178;19890903;1989;9;3;3325000;6695000;12.4;17.8;5.8;0;10000;11.15;
;;;Lohja;178;19890904;1989;9;4;3325000;6695000;10.5;15.6;5.1;0;13189;8.61;
;;;Lohja;178;19890905;1989;9;5;3325000;6695000;9.9;17.6;2.3;0;14434;10.25;
;;;Lohja;178;19890906;1989;9;6;3325000;6695000;13.6;17.6;9.3;0;12446;12.83;
;;;Lohja;178;19890907;1989;9;7;3325000;6695000;14.1;17.3;11.6;0;15498;9.36;
;;;Lohja;178;19890908;1989;9;8;3325000;6695000;10.5;15.2;4.9;0;6594;10.27;
;;;Lohja;178;19890909;1989;9;9;3325000;6695000;11.2;13.8;9;0;5323;11.16;
;;;Lohja;178;19890910;1989;9;10;3325000;6695000;9.7;15.9;4.6;0;15165;8.36;
;;;Lohja;178;19890911;1989;9;11;3325000;6695000;8;14.4;2.3;0;14119;7.16;
;;;Lohja;178;19890912;1989;9;12;3325000;6695000;6.5;11.7;-0.3;0;4510;8.63;
;;;Lohja;178;19890913;1989;9;13;3325000;6695000;11.8;17.7;7.2;0;12487;10.41;
;;;Lohja;178;19890914;1989;9;14;3325000;6695000;9.7;17.1;3.3;0;12174;9.98;
;;;Lohja;178;19890915;1989;9;15;3325000;6695000;10.8;12.4;7;4;5722;12.33;
;;;Lohja;178;19890916;1989;9;16;3325000;6695000;11;13.5;8.7;3;6244;12.06;
;;;Lohja;178;19890917;1989;9;17;3325000;6695000;11.6;14.2;9.1;9;5968;12.41;
;;;Lohja;178;19890918;1989;9;18;3325000;6695000;11.5;15.1;9.8;0;8091;10.97;
;;;Lohja;178;19890919;1989;9;19;3325000;6695000;11.6;16.3;5.9;2;7994;12.55;
;;;Lohja;178;19890920;1989;9;20;3325000;6695000;14.2;16.6;11.8;0;8465;13.48;
;;;Lohja;178;19890921;1989;9;21;3325000;6695000;14;19.1;10.4;0;9907;12.39;
