OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;;;;;
;;;Viitasaari;1655;19820610;1982;6;10;3455000;6995000;3;5.9;0.1;0;13027;5.15;;;;;;
;;;Viitasaari;1655;19820611;1982;6;11;3455000;6995000;5.4;9;-0.3;0;17783;5.38;;;;;;
;;;Viitasaari;1655;19820612;1982;6;12;3455000;6995000;6.7;11.2;1;0;16448;6.66;;;;;;
;;;Viitasaari;1655;19820613;1982;6;13;3455000;6995000;6.1;10.9;1.8;0;13358;6.48;;;;;;
;;;Viitasaari;1655;19820614;1982;6;14;3455000;6995000;7.6;12.2;0.6;0;22180;6.4;;;;;;
;;;Viitasaari;1655;19820615;1982;6;15;3455000;6995000;9.8;15.9;-0.1;0;21134;7.28;;;;;;
;;;Viitasaari;1655;19820616;1982;6;16;3455000;6995000;6.4;13.1;4;9;11430;7.99;;;;;;
;;;Viitasaari;1655;19820617;1982;6;17;3455000;6995000;4.5;5.6;2.7;6;8496;8.26;;;;;;
;;;Viitasaari;1655;19820618;1982;6;18;3455000;6995000;7.7;10.9;3.7;0;13143;7.37;;;;;;
;;;Viitasaari;1655;19820619;1982;6;19;3455000;6995000;9.1;14.7;4.6;3;18495;8.71;;;;;;
;;;Viitasaari;1655;19820620;1982;6;20;3455000;6995000;7.9;10.9;3.4;6;12930;9.32;;;;;;
;;;Viitasaari;1655;19820621;1982;6;21;3455000;6995000;8.5;11.4;6.2;0;14997;9.34;;;;;;
;;;Viitasaari;1655;19820622;1982;6;22;3455000;6995000;9.9;13.9;4;0;16374;8.58;;;;;;
;;;Viitasaari;1655;19820623;1982;6;23;3455000;6995000;9.4;13.8;2.6;0;17362;7.22;;;;;;
;;;Viitasaari;1655;19820624;1982;6;24;3455000;6995000;10.6;16.9;3.7;1;14404;8.75;;;;;;
;;;Viitasaari;1655;19820625;1982;6;25;3455000;6995000;11.6;16;7.2;0;16037;10.34;;;;;;
;;;Viitasaari;1655;19820626;1982;6;26;3455000;6995000;11.7;17.7;4.2;0;24350;8.85;;;;;;
;;;Viitasaari;1655;19820627;1982;6;27;3455000;6995000;13.3;19.2;4.3;0;25450;8.34;;;;;;
;;;Viitasaari;1655;19820628;1982;6;28;3455000;6995000;14.8;19.8;7.2;0;24689;9.36;;;;;;
;;;Viitasaari;1655;19820629;1982;6;29;3455000;6995000;14.5;20.1;5.8;0;26077;9.35;;;;;;
;;;Viitasaari;1655;19820630;1982;6;30;3455000;6995000;13.9;17.1;9.1;0;15445;10.67;;;;;;
;;;Viitasaari;1655;19820701;1982;7;1;3455000;6995000;15.1;20.3;8.1;1;19411;11.26;;;;;;
;;;Viitasaari;1655;19820702;1982;7;2;3455000;6995000;15.2;19.5;8.8;0;19531;11.93;;;;;;
;;;Viitasaari;1655;19820703;1982;7;3;3455000;6995000;14.3;19.6;7.6;0;20767;11.86;;;;;;
;;;Viitasaari;1655;19820704;1982;7;4;3455000;6995000;16.4;21.8;8.3;5;23256;13.07;;;;;;
;;;Viitasaari;1655;19820705;1982;7;5;3455000;6995000;15.2;19.1;11.1;0;17059;12.25;;;;;;
;;;Viitasaari;1655;19820706;1982;7;6;3455000;6995000;14.7;19.1;7.3;1;22521;12.19;;;;;;
;;;Viitasaari;1655;19820707;1982;7;7;3455000;6995000;16;22;7.6;0;27783;11.35;;;;;;
;;;Viitasaari;1655;19820708;1982;7;8;3455000;6995000;15.9;20.2;11.2;0;14751;13.21;;;;;;
;;;Viitasaari;1655;19820709;1982;7;9;3455000;6995000;17;21.6;13.2;0;17624;13.46;;;;;;
;;;Viitasaari;1655;19820710;1982;7;10;3455000;6995000;15.9;21.5;8.5;0;18418;11.75;;;;;;
;;;Viitasaari;1655;19820711;1982;7;11;3455000;6995000;20.7;27.3;11;0;26994;12.25;;;;;;
;;;Viitasaari;1655;19820712;1982;7;12;3455000;6995000;21.1;27.7;10.7;0;27220;14.23;;;;;;
;;;Viitasaari;1655;19820713;1982;7;13;3455000;6995000;16;24.5;10.9;0;25905;10.55;;;;;;
;;;Viitasaari;1655;19820714;1982;7;14;3455000;6995000;16.1;22.2;5.6;0;26396;10.25;;;;;;
;;;Viitasaari;1655;19820715;1982;7;15;3455000;6995000;20.6;26.9;10.3;0;26099;12.79;;;;;;
;;;Viitasaari;1655;19820716;1982;7;16;3455000;6995000;20.9;26.7;13.4;0;26977;13.46;;;;;;
;;;Viitasaari;1655;19820717;1982;7;17;3455000;6995000;21.7;28.3;14.8;0;26142;17.77;;;;;;
;;;Viitasaari;1655;19820718;1982;7;18;3455000;6995000;20.5;24.7;15.6;0;18088;16.38;;;;;;
;;;Viitasaari;1655;19820719;1982;7;19;3455000;6995000;16.5;21.1;9.8;0;22536;11.54;;;;;;
;;;Viitasaari;1655;19820720;1982;7;20;3455000;6995000;15.2;22.6;8.7;6;15453;13.2;;;;;;
;;;Viitasaari;1655;19820721;1982;7;21;3455000;6995000;11.3;15.2;6.3;1;17982;9.96;;;;;;
;;;Viitasaari;1655;19820722;1982;7;22;3455000;6995000;12;17;3.9;0;20110;9.45;;;;;;
;;;Viitasaari;1655;19820723;1982;7;23;3455000;6995000;11.5;14.5;7.9;3;10147;12.43;;;;;;
;;;Viitasaari;1655;19820724;1982;7;24;3455000;6995000;14.9;19;9;0;15597;12.11;;;;;;
;;;Viitasaari;1655;19820725;1982;7;25;3455000;6995000;16.2;22.5;7.2;0;20268;12.73;;;;;;
;;;Viitasaari;1655;19820726;1982;7;26;3455000;6995000;16.3;22.3;11.4;0;13517;14.75;;;;;;
;;;Viitasaari;1655;19820727;1982;7;27;3455000;6995000;13.4;17.2;8.4;0;17643;10.55;;;;;;
;;;Viitasaari;1655;19820728;1982;7;28;3455000;6995000;12.2;16.6;7;0;14403;10.82;;;;;;
;;;Viitasaari;1655;19820729;1982;7;29;3455000;6995000;15.7;21.4;9.1;0;22692;11.6;;;;;;
;;;Viitasaari;1655;19820730;1982;7;30;3455000;6995000;18.3;24.4;9.8;0;23051;12.5;;;;;;
;;;Viitasaari;1655;19820731;1982;7;31;3455000;6995000;19.4;26.1;10.9;0;20545;14.65;;;;;;
;;;Viitasaari;1655;19820801;1982;8;1;3455000;6995000;19.9;26.4;12.2;0;21646;14.34;;;;;;
;;;Viitasaari;1655;19820802;1982;8;2;3455000;6995000;19.4;25.1;12;0;18898;13.31;;;;;;
;;;Viitasaari;1655;19820803;1982;8;3;3455000;6995000;16.1;23.3;7;0;22753;10.44;;;;;;
;;;Viitasaari;1655;19820804;1982;8;4;3455000;6995000;16;23.9;4.1;0;23345;9.61;;;;;;
;;;Viitasaari;1655;19820805;1982;8;5;3455000;6995000;14.1;20;9.8;0;22129;8.69;;;;;;
;;;Viitasaari;1655;19820806;1982;8;6;3455000;6995000;12.7;18.8;3.7;0;19115;8.92;;;;;;
;;;Viitasaari;1655;19820807;1982;8;7;3455000;6995000;17;21.3;12.8;0;13363;13.99;;;;;;
;;;Viitasaari;1655;19820808;1982;8;8;3455000;6995000;18;23;14.7;0;16900;15.67;;;;;;
;;;Viitasaari;1655;19820809;1982;8;9;3455000;6995000;15.5;20.4;10.2;6;11984;15.47;;;;;;
;;;Viitasaari;1655;19820810;1982;8;10;3455000;6995000;16.2;20;14.9;8;8767;16.22;;;;;;
;;;Viitasaari;1655;19820811;1982;8;11;3455000;6995000;14.4;19.2;9.1;0;14757;11.34;;;;;;
;;;Viitasaari;1655;19820812;1982;8;12;3455000;6995000;13.9;18.5;8.7;0;18572;10.23;;;;;;
;;;Viitasaari;1655;19820813;1982;8;13;3455000;6995000;13.2;18.4;6.7;13;11490;13.95;;;;;;
;;;Viitasaari;1655;19820814;1982;8;14;3455000;6995000;14.9;19.4;9;2;15196;14.08;;;;;;
;;;Viitasaari;1655;19820815;1982;8;15;3455000;6995000;14.4;18.3;12.8;4;7449;14.49;;;;;;
;;;Viitasaari;1655;19820816;1982;8;16;3455000;6995000;14.3;19.6;10.6;0;16493;11.69;;;;;;
;;;Viitasaari;1655;19820817;1982;8;17;3455000;6995000;13.7;19.1;6.1;0;15870;11.81;;;;;;
;;;Viitasaari;1655;19820818;1982;8;18;3455000;6995000;14.5;19.2;8.6;0;14858;12.91;;;;;;
;;;Viitasaari;1655;19820819;1982;8;19;3455000;6995000;15.1;19.2;9.9;18;15370;12.54;;;;;;
;;;Viitasaari;1655;19820820;1982;8;20;3455000;6995000;12.9;16.8;11.6;4;8504;13.06;;;;;;
;;;Viitasaari;1655;19820821;1982;8;21;3455000;6995000;11.2;14.8;8.5;2;11165;11.88;;;;;;
;;;Viitasaari;1655;19820822;1982;8;22;3455000;6995000;12;17.5;6.4;0;8686;11.5;;;;;;
;;;Viitasaari;1655;19820823;1982;8;23;3455000;6995000;12;16.3;7.7;0;10277;11.91;;;;;;
;;;Viitasaari;1655;19820824;1982;8;24;3455000;6995000;11;14.7;4.5;7;5506;12.55;;;;;;
;;;Viitasaari;1655;19820825;1982;8;25;3455000;6995000;13.2;15.8;10.6;5;6159;13.51;;;;;;
;;;Viitasaari;1655;19820826;1982;8;26;3455000;6995000;13.5;17.5;10.6;0;8784;12.39;;;;;;
;;;Viitasaari;1655;19820827;1982;8;27;3455000;6995000;12.7;16.8;8.5;5;9378;12.87;;;;;;
;;;Viitasaari;1655;19820828;1982;8;28;3455000;6995000;14.4;17.9;12.4;0;10190;12.58;;;;;;
;;;Viitasaari;1655;19820829;1982;8;29;3455000;6995000;11.2;15.8;7.9;1;8395;12.06;;;;;;
;;;Viitasaari;1655;19820830;1982;8;30;3455000;6995000;11.4;16.7;5;0;12351;10.75;;;;;;
;;;Viitasaari;1655;19820831;1982;8;31;3455000;6995000;13.5;18.6;9;0;10586;11.02;;;;;;
;;;Viitasaari;1655;19820901;1982;9;1;3455000;6995000;12.4;17.2;7.8;3;8980;12.43;;;;;;
;;;Viitasaari;1655;19820902;1982;9;2;3455000;6995000;11.2;14.8;9;0;9906;10.74;;;;;;
;;;Viitasaari;1655;19820903;1982;9;3;3455000;6995000;8.2;13.9;2.4;5;9392;9.64;;;;;;
;;;Viitasaari;1655;19820904;1982;9;4;3455000;6995000;8.5;12.4;5.9;0;14133;8.59;;;;;;
;;;Viitasaari;1655;19820905;1982;9;5;3455000;6995000;7.2;11.9;1.9;0;11531;7.64;;;;;;
;;;Viitasaari;1655;19820906;1982;9;6;3455000;6995000;7.8;12.6;4.2;0;10812;7.94;;;;;;
;;;Viitasaari;1655;19820907;1982;9;7;3455000;6995000;7;14;0.2;0;12161;7.74;;;;;;
;;;Viitasaari;1655;19820908;1982;9;8;3455000;6995000;7.3;11.5;1.4;9;4885;9.02;;;;;;
;;;Viitasaari;1655;19820909;1982;9;9;3455000;6995000;8.9;10;7.2;1;4185;10.18;;;;;;
;;;Viitasaari;1655;19820910;1982;9;10;3455000;6995000;7.2;11.4;1.4;0;12844;7.35;;;;;;
;;;Viitasaari;1655;19820911;1982;9;11;3455000;6995000;11;15;6.6;0;7314;10.7;;;;;;
;;;Viitasaari;1655;19820912;1982;9;12;3455000;6995000;9.3;12.9;5.8;0;8953;8.97;;;;;;
;;;Viitasaari;1655;19820913;1982;9;13;3455000;6995000;7;9.9;4.8;7;5017;8.99;;;;;;
;;;Viitasaari;1655;19820914;1982;9;14;3455000;6995000;4.6;7.4;0.6;0;5814;6.88;;;;;;
;;;Viitasaari;1655;19820915;1982;9;15;3455000;6995000;7.2;10.7;3.4;3;3576;10.25;;;;;;
;;;Viitasaari;1655;19820916;1982;9;16;3455000;6995000;11.3;13.4;8.8;0;9247;10.26;;;;;;
;;;Viitasaari;1655;19820917;1982;9;17;3455000;6995000;9.1;13.9;4;0;8849;8.58;;;;;;
;;;Viitasaari;1655;19820918;1982;9;18;3455000;6995000;10.5;16;5.1;0;8439;11.03;;;;;;
;;;Viitasaari;1655;19820919;1982;9;19;3455000;6995000;12.4;15;10.3;3;3961;12.4;;;;;;
;;;Viitasaari;1655;19820920;1982;9;20;3455000;6995000;6.5;12.1;1.9;0;8801;8.28;;;;;;
;;;Viitasaari;1655;19820921;1982;9;21;3455000;6995000;13.8;17.6;5.5;0;3433;13.88;;;;;;
;;;Viitasaari;1655;19820922;1982;9;22;3455000;6995000;14.1;16.8;11.8;3;4716;12.7;;;;;;
;;;Viitasaari;1655;19820923;1982;9;23;3455000;6995000;9.3;12.5;6.5;0;9360;8.75;;;;;;
;;;Viitasaari;1655;19820924;1982;9;24;3455000;6995000;5.9;12;0.8;0;9649;7.33;;;;;;
;;;Viitasaari;1655;19820925;1982;9;25;3455000;6995000;5.1;10.7;0.1;1;5490;7.99;;;;;;
;;;Viitasaari;1655;19820926;1982;9;26;3455000;6995000;7.5;11.8;4.3;0;4192;9.34;;;;;;
;;;Viitasaari;1655;19820927;1982;9;27;3455000;6995000;6.2;12.4;0.5;0;7668;7.98;;;;;;
;;;Viitasaari;1655;19820928;1982;9;28;3455000;6995000;6.6;10.8;3.1;0;4352;7.8;;;;;;
;;;Viitasaari;1655;19820929;1982;9;29;3455000;6995000;5.5;11;0;0;5436;8.58;;;;;;
;;;Viitasaari;1655;19820930;1982;9;30;3455000;6995000;6.5;9.3;2.8;0;2130;9.65;;;;;;
;;;Viitasaari;1655;19821001;1982;10;1;3455000;6995000;7.3;9.8;3.6;0;2962;9.51;;;;;;
;;;Viitasaari;1655;19821002;1982;10;2;3455000;6995000;6.8;9.2;5.2;0;2818;9.24;;;;;;
;;;Viitasaari;1655;19821003;1982;10;3;3455000;6995000;8.9;10.2;3.5;0;2019;10.53;;;;;;
;;;Viitasaari;1655;19821004;1982;10;4;3455000;6995000;9.5;10.3;8.6;0;2692;10.76;;;;;;
;;;Viitasaari;1655;19821005;1982;10;5;3455000;6995000;9.2;10.3;8.1;0;2950;9.28;;;;;;
;;;Viitasaari;1655;19821006;1982;10;6;3455000;6995000;7.6;9.1;5.5;0;2665;9.04;;;;;;
;;;Viitasaari;1655;19821007;1982;10;7;3455000;6995000;5.7;7.9;3.9;0;2612;8.77;;;;;;
;;;Viitasaari;1655;19821008;1982;10;8;3455000;6995000;3.1;8.1;1.3;0;2147;6.45;;;;;;
;;;Viitasaari;1655;19821009;1982;10;9;3455000;6995000;0.1;3.2;-2.7;0;5245;4.43;;;;;;
;;;Viitasaari;1655;19821010;1982;10;10;3455000;6995000;-2;1.7;-6.2;0;2558;4.7;;;;;;
;;;Viitasaari;1655;19821011;1982;10;11;3455000;6995000;0.5;1.8;-1.5;0;2542;5.19;;;;;;
;;;Viitasaari;1655;19821012;1982;10;12;3455000;6995000;-1.3;4.1;-5.3;0;5733;4.85;;;;;;
;;;Viitasaari;1655;19821013;1982;10;13;3455000;6995000;-1.3;2.8;-6.5;0;2173;5.42;;;;;;
;;;Viitasaari;1655;19821014;1982;10;14;3455000;6995000;1;2.2;0.3;6;2192;6.25;;;;;;
;;;Viitasaari;1655;19821015;1982;10;15;3455000;6995000;1.3;2;0.4;0;2010;6.32;;;;;;
;;;Viitasaari;1655;19821016;1982;10;16;3455000;6995000;-0.1;1.4;-1;3;2069;5.75;;;;;;
;;;Viitasaari;1655;19821017;1982;10;17;3455000;6995000;-1.3;-0.2;-2.4;1;1863;5.03;;;;;;
;;;Viitasaari;1655;19821018;1982;10;18;3455000;6995000;-3.8;-1.3;-5.9;0;3698;3.7;;;;;;
;;;Viitasaari;1655;19821019;1982;10;19;3455000;6995000;-6.9;-1.7;-10.5;0;4221;3.1;;;;;;
;;;Viitasaari;1655;19821020;1982;10;20;3455000;6995000;-4.5;-2.1;-10.4;14;1623;4.05;;;;;;
;;;Viitasaari;1655;19821021;1982;10;21;3455000;6995000;-1.3;-0.1;-3.4;0;1449;5.72;;;;;;
;;;Viitasaari;1655;19821022;1982;10;22;3455000;6995000;1.8;2.9;-0.5;0;1488;6.79;;;;;;
;;;Viitasaari;1655;19821023;1982;10;23;3455000;6995000;3.8;4.6;1.7;1;1442;8.06;;;;;;
;;;Viitasaari;1655;19821024;1982;10;24;3455000;6995000;5.6;7.9;2.5;0;1410;8.99;;;;;;
;;;Viitasaari;1655;19821025;1982;10;25;3455000;6995000;0;2.6;-2.3;0;999;6.11;;;;;;
;;;Viitasaari;1655;19821026;1982;10;26;3455000;6995000;2.1;2.6;-0.1;2;1541;6.98;;;;;;
;;;Viitasaari;1655;19821027;1982;10;27;3455000;6995000;2.6;3.3;0.6;1;1366;7.2;;;;;;
;;;Viitasaari;1655;19821028;1982;10;28;3455000;6995000;5;7.9;2.3;0;2636;7.71;;;;;;
;;;Viitasaari;1655;19821029;1982;10;29;3455000;6995000;3.3;5.8;-2;0;1351;7.62;;;;;;
;;;Viitasaari;1655;19821030;1982;10;30;3455000;6995000;5.8;6.9;1.7;0;1205;8.17;;;;;;
;;;Viitasaari;1655;19821031;1982;10;31;3455000;6995000;4.7;6.6;3.3;0;2553;6.23;;;;;;
;;;Viitasaari;1655;19821101;1982;11;1;3455000;6995000;-1;3.4;-3.3;2;2422;5.57;;;;;;
;;;Viitasaari;1655;19821102;1982;11;2;3455000;6995000;3;5.8;-3.1;2;1136;6.97;;;;;;
;;;Viitasaari;1655;19821103;1982;11;3;3455000;6995000;-0.6;5.6;-2;0;1211;5.27;;;;;;
;;;Viitasaari;1655;19821104;1982;11;4;3455000;6995000;-3;-0.1;-6.8;2;1125;4.72;;;;;;
;;;Viitasaari;1655;19821105;1982;11;5;3455000;6995000;-5.8;-3.8;-8.3;0;2115;3.42;;;;;;
;;;Viitasaari;1655;19821106;1982;11;6;3455000;6995000;-4.6;-1.3;-8.8;0;1756;4.48;;;;;;
;;;Viitasaari;1655;19821107;1982;11;7;3455000;6995000;-0.6;0.8;-3.8;0;931;5.53;;;;;;
;;;Viitasaari;1655;19821108;1982;11;8;3455000;6995000;-0.5;2.4;-4.2;0;1725;5.51;;;;;;
;;;Viitasaari;1655;19821109;1982;11;9;3455000;6995000;1.6;4.4;-4.1;0;896;6.9;;;;;;
;;;Viitasaari;1655;19821110;1982;11;10;3455000;6995000;6.9;7.7;4.2;0;865;9;;;;;;
;;;Viitasaari;1655;19821111;1982;11;11;3455000;6995000;7.2;8.3;5.7;1;853;8.46;;;;;;
;;;Viitasaari;1655;19821112;1982;11;12;3455000;6995000;4;6.4;0.4;0;997;7.33;;;;;;
;;;Viitasaari;1655;19821113;1982;11;13;3455000;6995000;5.2;6.9;-0.7;0;908;8.08;;;;;;
;;;Viitasaari;1655;19821114;1982;11;14;3455000;6995000;5.1;6.6;3.3;0;776;7.56;;;;;;
;;;Viitasaari;1655;19821115;1982;11;15;3455000;6995000;1.5;3.7;-0.4;0;718;6.19;;;;;;
;;;Viitasaari;1655;19821116;1982;11;16;3455000;6995000;1;1.5;-0.4;0;739;6.28;;;;;;
;;;Viitasaari;1655;19821117;1982;11;17;3455000;6995000;2.5;3.7;1;4;664;6.89;;;;;;
;;;Viitasaari;1655;19821118;1982;11;18;3455000;6995000;0;1.3;-0.4;4;570;6.13;;;;;;
;;;Viitasaari;1655;19821119;1982;11;19;3455000;6995000;0.6;1.6;-0.6;3;621;6.34;;;;;;
;;;Viitasaari;1655;19821120;1982;11;20;3455000;6995000;3.1;3.6;1.4;3;603;7.15;;;;;;
;;;Viitasaari;1655;19821121;1982;11;21;3455000;6995000;-0.4;2.7;-2.4;0;648;5.86;;;;;;
;;;Viitasaari;1655;19821122;1982;11;22;3455000;6995000;-0.1;2;-2.2;7;545;5.99;;;;;;
;;;Viitasaari;1655;19821123;1982;11;23;3455000;6995000;3.1;4.1;1.7;0;568;7.07;;;;;;
;;;Viitasaari;1655;19821124;1982;11;24;3455000;6995000;3;4.8;1.7;17;503;7.41;;;;;;
;;;Viitasaari;1655;19821125;1982;11;25;3455000;6995000;0.8;5;-1.5;1;478;6.21;;;;;;
;;;Viitasaari;1655;19821126;1982;11;26;3455000;6995000;0.7;4;-3.6;7;458;6.55;;;;;;
;;;Viitasaari;1655;19821127;1982;11;27;3455000;6995000;3.6;4.9;2.5;3;435;7.67;;;;;;
;;;Viitasaari;1655;19821128;1982;11;28;3455000;6995000;2.5;3.4;1.1;15;417;7.15;;;;;;
;;;Viitasaari;1655;19821129;1982;11;29;3455000;6995000;-0.2;2.9;-2;4;404;5.77;;;;;;
;;;Viitasaari;1655;19821130;1982;11;30;3455000;6995000;-3;-1.7;-4.8;0;463;4.58;;;;;;
;;;Viitasaari;1655;19821201;1982;12;1;3455000;6995000;0.1;1.4;-3.8;4;364;6.12;;;;;;
;;;Viitasaari;1655;19821202;1982;12;2;3455000;6995000;-3.3;1.2;-4.6;0;346;4.64;;;;;;
;;;Viitasaari;1655;19821203;1982;12;3;3455000;6995000;-0.6;0.4;-3.9;0;337;5.77;;;;;;
;;;Viitasaari;1655;19821204;1982;12;4;3455000;6995000;0;0.4;-0.4;0;298;6.08;;;;;;
;;;Viitasaari;1655;19821205;1982;12;5;3455000;6995000;0.7;1.5;-0.5;5;310;6.24;;;;;;
;;;Viitasaari;1655;19821206;1982;12;6;3455000;6995000;0.2;1.7;-0.7;6;299;6.06;;;;;;
;;;Viitasaari;1655;19821207;1982;12;7;3455000;6995000;-4.6;-0.2;-5.5;0;422;3.9;;;;;;
;;;Viitasaari;1655;19821208;1982;12;8;3455000;6995000;-8.3;-4.9;-11.1;0;401;3.59;;;;;;
;;;Viitasaari;1655;19821209;1982;12;9;3455000;6995000;-11.1;-8.9;-14.3;1;254;2.97;;;;;;
;;;Viitasaari;1655;19821210;1982;12;10;3455000;6995000;-6.7;-5.4;-11.3;0;242;3.67;;;;;;
;;;Viitasaari;1655;19821211;1982;12;11;3455000;6995000;-6.1;-5.3;-7.5;3;248;3.66;;;;;;
;;;Viitasaari;1655;19821212;1982;12;12;3455000;6995000;-8.7;-6.5;-10.5;4;238;2.92;;;;;;
;;;Viitasaari;1655;19821213;1982;12;13;3455000;6995000;-15.7;-9.9;-19.9;0;327;1.69;;;;;;
;;;Viitasaari;1655;19821214;1982;12;14;3455000;6995000;-11.9;-6.6;-19.5;0;276;2.53;;;;;;
;;;Viitasaari;1655;19821215;1982;12;15;3455000;6995000;-3.8;-1.9;-7.4;5;222;4.43;;;;;;
;;;Viitasaari;1655;19821216;1982;12;16;3455000;6995000;-3.8;-2.2;-5.9;2;213;4.46;;;;;;
;;;Viitasaari;1655;19821217;1982;12;17;3455000;6995000;-6.2;-2.8;-9.3;0;219;3.67;;;;;;
;;;Viitasaari;1655;19821218;1982;12;18;3455000;6995000;-4.3;-2.3;-8.5;0;233;4.07;;;;;;
;;;Viitasaari;1655;19821219;1982;12;19;3455000;6995000;-1.8;-0.7;-5.2;0;207;4.97;;;;;;
;;;Viitasaari;1655;19821220;1982;12;20;3455000;6995000;-0.9;0.6;-2;3;212;5.13;;;;;;
;;;Viitasaari;1655;19821221;1982;12;21;3455000;6995000;-0.1;0.5;-2.2;1;195;6.05;;;;;;
;;;Viitasaari;1655;19821222;1982;12;22;3455000;6995000;1.4;1.8;0.2;1;210;6.63;;;;;;
;;;Viitasaari;1655;19821223;1982;12;23;3455000;6995000;0.9;2.3;-1.2;0;229;5.58;;;;;;
;;;Viitasaari;1655;19821224;1982;12;24;3455000;6995000;-0.2;0.6;-1.5;1;239;5.66;;;;;;
;;;Viitasaari;1655;19821225;1982;12;25;3455000;6995000;-0.2;0.8;-1.7;3;218;5.88;;;;;;
;;;Viitasaari;1655;19821226;1982;12;26;3455000;6995000;1.4;2.5;0;3;222;6.62;;;;;;
;;;Viitasaari;1655;19821227;1982;12;27;3455000;6995000;-0.4;2;-1.8;0;258;5.7;;;;;;
;;;Viitasaari;1655;19821228;1982;12;28;3455000;6995000;-1.4;-0.8;-1.8;0;232;5.18;;;;;;
;;;Viitasaari;1655;19821229;1982;12;29;3455000;6995000;-5;-1.4;-6.3;0;243;3.78;;;;;;
;;;Viitasaari;1655;19821230;1982;12;30;3455000;6995000;-9;-5.3;-12.8;0;319;3.3;;;;;;
;;;Viitasaari;1655;19821231;1982;12;31;3455000;6995000;-5.2;-2.2;-10.3;0;255;4.3;;;;;;
;;;Viitasaari;1655;19830101;1983;1;1;3455000;6995000;0;0.6;-2.2;0;264;6.01;;;;;;
;;;Viitasaari;1655;19830102;1983;1;2;3455000;6995000;-1.9;0.5;-4;10;276;5.24;;;;;;
;;;Viitasaari;1655;19830103;1983;1;3;3455000;6995000;-4.7;-2.6;-5.7;1;287;4.32;;;;;;
;;;Viitasaari;1655;19830104;1983;1;4;3455000;6995000;-3.4;-0.6;-6;0;299;4.72;;;;;;
;;;Viitasaari;1655;19830105;1983;1;5;3455000;6995000;-1.8;-0.3;-3.3;10;311;5.23;;;;;;
;;;Viitasaari;1655;19830106;1983;1;6;3455000;6995000;0.3;3.3;-3.2;6;322;6.22;;;;;;
;;;Viitasaari;1655;19830107;1983;1;7;3455000;6995000;1.6;4.8;0.2;0;339;6;;;;;;
;;;Viitasaari;1655;19830108;1983;1;8;3455000;6995000;-0.2;1.7;-1.5;0;473;4.74;;;;;;
;;;Viitasaari;1655;19830109;1983;1;9;3455000;6995000;-3.6;-1.2;-5.2;2;525;4.49;;;;;;
;;;Viitasaari;1655;19830110;1983;1;10;3455000;6995000;-1.9;-0.2;-4.3;0;389;5.08;;;;;;
;;;Viitasaari;1655;19830111;1983;1;11;3455000;6995000;-7.7;-2.2;-10;2;405;3.44;;;;;;
;;;Viitasaari;1655;19830112;1983;1;12;3455000;6995000;-0.5;1.4;-7.3;5;437;5.5;;;;;;
;;;Viitasaari;1655;19830113;1983;1;13;3455000;6995000;-0.1;2.4;-2.8;9;521;5.56;;;;;;
;;;Viitasaari;1655;19830114;1983;1;14;3455000;6995000;-1.2;1.1;-3.5;2;468;5.3;;;;;;
;;;Viitasaari;1655;19830115;1983;1;15;3455000;6995000;-6.1;-3.5;-11.7;0;724;3.62;;;;;;
;;;Viitasaari;1655;19830116;1983;1;16;3455000;6995000;-4.6;-3.6;-8.7;0;562;4.24;;;;;;
;;;Viitasaari;1655;19830117;1983;1;17;3455000;6995000;-5.6;-4.3;-8;1;540;3.85;;;;;;
;;;Viitasaari;1655;19830118;1983;1;18;3455000;6995000;-5.7;-4.8;-6.8;1;552;3.67;;;;;;
;;;Viitasaari;1655;19830119;1983;1;19;3455000;6995000;-7.8;-5.5;-10.2;0;583;2.99;;;;;;
;;;Viitasaari;1655;19830120;1983;1;20;3455000;6995000;-17.4;-10.1;-23.8;4;984;1.48;;;;;;
;;;Viitasaari;1655;19830121;1983;1;21;3455000;6995000;-7.3;-1.7;-25.4;5;566;3.44;;;;;;
;;;Viitasaari;1655;19830122;1983;1;22;3455000;6995000;-6.3;-2.3;-8.6;0;1002;3.03;;;;;;
;;;Viitasaari;1655;19830123;1983;1;23;3455000;6995000;-11.6;-7.5;-16;0;1139;2.43;;;;;;
;;;Viitasaari;1655;19830124;1983;1;24;3455000;6995000;-12;-5.1;-19.7;0;668;2.82;;;;;;
;;;Viitasaari;1655;19830125;1983;1;25;3455000;6995000;-0.6;0.8;-5.2;3;644;5.84;;;;;;
;;;Viitasaari;1655;19830126;1983;1;26;3455000;6995000;-1.4;0.2;-2.7;2;675;5.28;;;;;;
;;;Viitasaari;1655;19830127;1983;1;27;3455000;6995000;-6.3;-2.2;-11.3;0;768;4.02;;;;;;
;;;Viitasaari;1655;19830128;1983;1;28;3455000;6995000;-5.7;-4.1;-6.9;8;760;3.84;;;;;;
;;;Viitasaari;1655;19830129;1983;1;29;3455000;6995000;-10.8;-5.2;-17.2;0;1366;2.56;;;;;;
;;;Viitasaari;1655;19830130;1983;1;30;3455000;6995000;-20.9;-16.9;-25.8;0;1626;1.08;;;;;;
;;;Viitasaari;1655;19830131;1983;1;31;3455000;6995000;-20.2;-17.1;-25;2;817;1.17;;;;;;
