OmaTunniste;OmaIt‰;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
;;;Kankaanp‰‰;1010;19620824;1962;08;24;3255000;6875000;12.9;18;9.3;1;11810;13.17
;;;Kankaanp‰‰;1010;19620825;1962;08;25;3255000;6875000;11.8;15.6;10.5;9;6253;12.96
;;;Kankaanp‰‰;1010;19620826;1962;08;26;3255000;6875000;11;14.2;7;2;8050;11.98
;;;Kankaanp‰‰;1010;19620827;1962;08;27;3255000;6875000;11.5;14.7;9.3;8;4982;12.69
;;;Kankaanp‰‰;1010;19620828;1962;08;28;3255000;6875000;11.6;13.7;10.1;6;7561;13.2
;;;Kankaanp‰‰;1010;19620829;1962;08;29;3255000;6875000;11.2;13.8;9.6;3;5740;12.78
;;;Kankaanp‰‰;1010;19620830;1962;08;30;3255000;6875000;10.6;15.5;8.3;5;13349;11
;;;Kankaanp‰‰;1010;19620831;1962;08;31;3255000;6875000;9.1;13.4;4.3;1;7689;10.96
;;;Kankaanp‰‰;1010;19620901;1962;09;01;3255000;6875000;8.6;13.3;3.9;0;11781;9.26
;;;Kankaanp‰‰;1010;19620902;1962;09;02;3255000;6875000;8.5;12.7;3.4;0;10378;9.76
;;;Kankaanp‰‰;1010;19620903;1962;09;03;3255000;6875000;8.8;15;2.1;0;14656;8.7
;;;Kankaanp‰‰;1010;19620904;1962;09;04;3255000;6875000;8.5;10.9;4.9;8;5215;10.57
;;;Kankaanp‰‰;1010;19620905;1962;09;05;3255000;6875000;12.1;13.2;9.6;8;4758;13.91
;;;Kankaanp‰‰;1010;19620906;1962;09;06;3255000;6875000;12.5;15.5;11;7;8107;13.89
;;;Kankaanp‰‰;1010;19620907;1962;09;07;3255000;6875000;10.9;12.3;10.4;6;4857;12.61
;;;Kankaanp‰‰;1010;19620908;1962;09;08;3255000;6875000;10.6;13.9;8.8;2;6389;12.08
;;;Kankaanp‰‰;1010;19620909;1962;09;09;3255000;6875000;9.8;12.4;6.6;0;7804;10.74
;;;Kankaanp‰‰;1010;19620910;1962;09;10;3255000;6875000;9;11.4;4.4;7;5220;11.16
;;;Kankaanp‰‰;1010;19620911;1962;09;11;3255000;6875000;10.2;14.9;7.7;0;10363;10.67
;;;Kankaanp‰‰;1010;19620912;1962;09;12;3255000;6875000;8;13.7;3.2;0;8250;9.5
;;;Kankaanp‰‰;1010;19620913;1962;09;13;3255000;6875000;8.6;12;4.9;0;8469;8.68
;;;Kankaanp‰‰;1010;19620914;1962;09;14;3255000;6875000;7.6;11.7;4.4;0;10973;7.67
;;;Kankaanp‰‰;1010;19620915;1962;09;15;3255000;6875000;5.9;11.4;1.5;0;11467;7.14
;;;Kankaanp‰‰;1010;19620916;1962;09;16;3255000;6875000;5.5;12.3;-0.5;0;4067;7.86
;;;Kankaanp‰‰;1010;19620917;1962;09;17;3255000;6875000;9.4;14.1;7.2;1;7483;10.02
;;;Kankaanp‰‰;1010;19620918;1962;09;18;3255000;6875000;7.3;12.8;3.9;0;7492;9.51
;;;Kankaanp‰‰;1010;19620919;1962;09;19;3255000;6875000;7.1;12.2;2.9;4;8456;9.06
;;;Kankaanp‰‰;1010;19620920;1962;09;20;3255000;6875000;6.8;8.9;5.5;3;3480;9.57
;;;Kankaanp‰‰;1010;19620921;1962;09;21;3255000;6875000;7.4;10.3;5.7;0;3508;9.79
;;;Kankaanp‰‰;1010;19620922;1962;09;22;3255000;6875000;7.4;11;4.1;0;6865;8.52
;;;Kankaanp‰‰;1010;19620923;1962;09;23;3255000;6875000;7;8.4;5.6;0;4184;9.61
;;;Kankaanp‰‰;1010;19620924;1962;09;24;3255000;6875000;6.4;10.2;2;0;4395;9.1
;;;Kankaanp‰‰;1010;19620925;1962;09;25;3255000;6875000;10.1;13.7;6.8;0;5340;11.1
;;;Kankaanp‰‰;1010;19620926;1962;09;26;3255000;6875000;10;13.5;8.4;0;5638;10.76
;;;Kankaanp‰‰;1010;19620927;1962;09;27;3255000;6875000;8.3;14.2;3.6;0;6305;9.45
;;;Kankaanp‰‰;1010;19620928;1962;09;28;3255000;6875000;8.2;12.8;3.2;0;6787;9.62
;;;Kankaanp‰‰;1010;19620929;1962;09;29;3255000;6875000;8.8;10.8;7.3;0;3026;10.45
;;;Kankaanp‰‰;1010;19620930;1962;09;30;3255000;6875000;8.2;10.2;6.4;0;2706;10.25
;;;Kankaanp‰‰;1010;19621001;1962;10;01;3255000;6875000;7.2;10.5;3;0;2937;9.61
;;;Kankaanp‰‰;1010;19621002;1962;10;02;3255000;6875000;10.6;13;7.8;0;2360;12.39
;;;Kankaanp‰‰;1010;19621003;1962;10;03;3255000;6875000;11.8;13.8;9;8;2800;13.38
;;;Kankaanp‰‰;1010;19621004;1962;10;04;3255000;6875000;11.8;12.9;10.4;1;2249;13.67
;;;Kankaanp‰‰;1010;19621005;1962;10;05;3255000;6875000;11.6;12.7;10.4;0;2213;13.38
;;;Kankaanp‰‰;1010;19621006;1962;10;06;3255000;6875000;8.2;11.6;6.9;0;2187;9.84
;;;Kankaanp‰‰;1010;19621007;1962;10;07;3255000;6875000;8.6;12.5;4.9;0;4854;9.38
;;;Kankaanp‰‰;1010;19621008;1962;10;08;3255000;6875000;8.7;13.3;6;0;4403;10.78
;;;Kankaanp‰‰;1010;19621009;1962;10;09;3255000;6875000;7.3;9;5.1;0;2602;9.94
;;;Kankaanp‰‰;1010;19621010;1962;10;10;3255000;6875000;6.1;9.9;2.4;0;5707;7.9
;;;Kankaanp‰‰;1010;19621011;1962;10;11;3255000;6875000;3.7;8.7;0.9;0;4113;6.72
;;;Kankaanp‰‰;1010;19621012;1962;10;12;3255000;6875000;2.1;8.9;-1.6;0;5521;5.64
;;;Kankaanp‰‰;1010;19621013;1962;10;13;3255000;6875000;5.4;9.8;-1.4;8;4648;7.62
;;;Kankaanp‰‰;1010;19621014;1962;10;14;3255000;6875000;1.5;6.4;-1.2;0;3827;5.25
;;;Kankaanp‰‰;1010;19621015;1962;10;15;3255000;6875000;-0.6;3.2;-3.6;0;4930;4.24
;;;Kankaanp‰‰;1010;19621016;1962;10;16;3255000;6875000;0;3.1;-4.2;0;2973;5.34
;;;Kankaanp‰‰;1010;19621017;1962;10;17;3255000;6875000;4.1;6.7;-0.3;1;1939;7.82
;;;Kankaanp‰‰;1010;19621018;1962;10;18;3255000;6875000;4.9;6.5;2.4;6;1890;8.31
;;;Kankaanp‰‰;1010;19621019;1962;10;19;3255000;6875000;4.1;5.3;2.3;0;2372;7.33
;;;Kankaanp‰‰;1010;19621020;1962;10;20;3255000;6875000;2.4;4.7;-2.3;1;4443;6.26
;;;Kankaanp‰‰;1010;19621021;1962;10;21;3255000;6875000;7.4;10.3;3.3;0;2624;8.97
;;;Kankaanp‰‰;1010;19621022;1962;10;22;3255000;6875000;8.9;12.1;5.8;0;2926;9.21
;;;Kankaanp‰‰;1010;19621023;1962;10;23;3255000;6875000;6.5;11;2.4;1;4084;8.58
;;;Kankaanp‰‰;1010;19621024;1962;10;24;3255000;6875000;5.1;8;0.9;0;3691;7.43
;;;Kankaanp‰‰;1010;19621025;1962;10;25;3255000;6875000;6;9.4;0.3;0;1524;8.82
;;;Kankaanp‰‰;1010;19621026;1962;10;26;3255000;6875000;7.1;9.9;4.4;9;1491;9.65
;;;Kankaanp‰‰;1010;19621027;1962;10;27;3255000;6875000;0.3;5.1;-0.7;0;2769;5.86
;;;Kankaanp‰‰;1010;19621028;1962;10;28;3255000;6875000;1.6;3.5;-1.8;2;1870;6.24
;;;Kankaanp‰‰;1010;19621029;1962;10;29;3255000;6875000;4;5.9;2.3;2;1433;7.85
;;;Kankaanp‰‰;1010;19621030;1962;10;30;3255000;6875000;3.5;6.7;-0.6;1;1345;7.32
;;;Kankaanp‰‰;1010;19621031;1962;10;31;3255000;6875000;5.9;6.4;4.4;1;1302;8.57
;;;Kankaanp‰‰;1010;19621101;1962;11;01;3255000;6875000;6;6.8;5.1;0;1364;8.96
;;;Kankaanp‰‰;1010;19621102;1962;11;02;3255000;6875000;3.3;5.7;1.3;5;1172;7.56
;;;Kankaanp‰‰;1010;19621103;1962;11;03;3255000;6875000;6.7;9.1;3.5;3;1271;9.85
;;;Kankaanp‰‰;1010;19621104;1962;11;04;3255000;6875000;7.4;9;6.3;1;1215;10.12
;;;Kankaanp‰‰;1010;19621105;1962;11;05;3255000;6875000;8.3;9.3;6.7;0;1169;10.68
;;;Kankaanp‰‰;1010;19621106;1962;11;06;3255000;6875000;6.4;8.5;5.3;0;1170;9.35
;;;Kankaanp‰‰;1010;19621107;1962;11;07;3255000;6875000;1.1;5.6;-0.4;0;976;6.64
;;;Kankaanp‰‰;1010;19621108;1962;11;08;3255000;6875000;0.9;3.7;-1.4;0;1119;6.18
;;;Kankaanp‰‰;1010;19621109;1962;11;09;3255000;6875000;-1.2;0.9;-2.1;0;1041;4.7
;;;Kankaanp‰‰;1010;19621110;1962;11;10;3255000;6875000;-2;-1.4;-2.5;0;1001;4.25
;;;Kankaanp‰‰;1010;19621111;1962;11;11;3255000;6875000;-2.9;-1.4;-4.1;0;1202;3.95
;;;Kankaanp‰‰;1010;19621112;1962;11;12;3255000;6875000;-3.5;-2.3;-6.2;0;1123;3.74
;;;Kankaanp‰‰;1010;19621113;1962;11;13;3255000;6875000;-3.2;-1.3;-5;0;1385;3.99
;;;Kankaanp‰‰;1010;19621114;1962;11;14;3255000;6875000;0.7;2.3;-3.7;3;901;6.12
;;;Kankaanp‰‰;1010;19621115;1962;11;15;3255000;6875000;3.7;5.3;1.8;2;1179;7.14
;;;Kankaanp‰‰;1010;19621116;1962;11;16;3255000;6875000;1.3;3.4;0.1;6;867;6.52
;;;Kankaanp‰‰;1010;19621117;1962;11;17;3255000;6875000;-3.6;0.8;-5.8;0;1480;4.09
;;;Kankaanp‰‰;1010;19621118;1962;11;18;3255000;6875000;-4.1;-1.3;-7.2;0;1418;3.99
;;;Kankaanp‰‰;1010;19621119;1962;11;19;3255000;6875000;-2.3;-1.7;-4.8;10;787;4.9
;;;Kankaanp‰‰;1010;19621120;1962;11;20;3255000;6875000;-1.5;-0.6;-3.1;4;767;5.32
;;;Kankaanp‰‰;1010;19621121;1962;11;21;3255000;6875000;-1.1;0;-1.9;2;722;5.47
;;;Kankaanp‰‰;1010;19621122;1962;11;22;3255000;6875000;-4.5;-1.3;-6.3;0;1056;4.05
;;;Kankaanp‰‰;1010;19621123;1962;11;23;3255000;6875000;-4.8;-2.8;-8.8;0;686;4.08
;;;Kankaanp‰‰;1010;19621124;1962;11;24;3255000;6875000;-3.1;-1.7;-4.1;0;847;4.66
;;;Kankaanp‰‰;1010;19621125;1962;11;25;3255000;6875000;-0.4;0.3;-2.8;0;647;5.71
;;;Kankaanp‰‰;1010;19621126;1962;11;26;3255000;6875000;1;2.4;-1;0;747;6.23
;;;Kankaanp‰‰;1010;19621127;1962;11;27;3255000;6875000;2.7;4.1;1.3;0;934;5.39
;;;Kankaanp‰‰;1010;19621128;1962;11;28;3255000;6875000;-1.5;3.3;-3.8;0;665;4.64
;;;Kankaanp‰‰;1010;19621129;1962;11;29;3255000;6875000;-4.4;-2;-7;0;718;4.01
;;;Kankaanp‰‰;1010;19621130;1962;11;30;3255000;6875000;-6.3;-4.2;-9;0;561;3.5
;;;Kankaanp‰‰;1010;19621201;1962;12;01;3255000;6875000;-6.1;-1.8;-11.6;0;868;3.61
;;;Kankaanp‰‰;1010;19621202;1962;12;02;3255000;6875000;1;2.8;-2.4;1;734;6.17
;;;Kankaanp‰‰;1010;19621203;1962;12;03;3255000;6875000;2.3;5.3;0.3;0;500;6.26
;;;Kankaanp‰‰;1010;19621204;1962;12;04;3255000;6875000;-0.9;3;-2.9;2;488;5.52
;;;Kankaanp‰‰;1010;19621205;1962;12;05;3255000;6875000;-1.1;2.3;-3.7;4;478;5.51
;;;Kankaanp‰‰;1010;19621206;1962;12;06;3255000;6875000;3.3;5;1.7;0;586;7.27
;;;Kankaanp‰‰;1010;19621207;1962;12;07;3255000;6875000;-0.1;4.4;-4.5;0;523;5
;;;Kankaanp‰‰;1010;19621208;1962;12;08;3255000;6875000;-4.4;0.1;-9.3;0;536;4.19
;;;Kankaanp‰‰;1010;19621209;1962;12;09;3255000;6875000;2.3;3.2;-0.4;3;428;6.82
;;;Kankaanp‰‰;1010;19621210;1962;12;10;3255000;6875000;0.6;2.6;-0.4;2;418;6.3
;;;Kankaanp‰‰;1010;19621211;1962;12;11;3255000;6875000;-4.2;-0.1;-7.8;0;558;4.22
;;;Kankaanp‰‰;1010;19621212;1962;12;12;3255000;6875000;-4.9;-1.7;-10.6;11;403;4.1
;;;Kankaanp‰‰;1010;19621213;1962;12;13;3255000;6875000;-1;1.4;-4.3;1;404;5.65
;;;Kankaanp‰‰;1010;19621214;1962;12;14;3255000;6875000;-9.3;-3.9;-12.6;0;457;2.8
;;;Kankaanp‰‰;1010;19621215;1962;12;15;3255000;6875000;-16.3;-11.9;-19;0;596;1.47
;;;Kankaanp‰‰;1010;19621216;1962;12;16;3255000;6875000;-20.5;-16.5;-22.8;0;572;1.02
;;;Kankaanp‰‰;1010;19621217;1962;12;17;3255000;6875000;-22.4;-19;-23.7;0;573;0.86
;;;Kankaanp‰‰;1010;19621218;1962;12;18;3255000;6875000;-21.8;-20;-24.1;0;561;0.88
;;;Kankaanp‰‰;1010;19621219;1962;12;19;3255000;6875000;-21.4;-17.8;-23.4;0;525;0.9
;;;Kankaanp‰‰;1010;19621220;1962;12;20;3255000;6875000;-22.1;-19.8;-25.4;0;555;0.82
;;;Kankaanp‰‰;1010;19621221;1962;12;21;3255000;6875000;-12.1;-8.3;-21.4;0;488;2.28
;;;Kankaanp‰‰;1010;19621222;1962;12;22;3255000;6875000;-7.1;-3.7;-12.8;0;401;3.34
;;;Kankaanp‰‰;1010;19621223;1962;12;23;3255000;6875000;-2.1;-0.9;-4.4;0;374;5
;;;Kankaanp‰‰;1010;19621224;1962;12;24;3255000;6875000;-0.8;-0.3;-2.2;0;381;5.41
;;;Kankaanp‰‰;1010;19621225;1962;12;25;3255000;6875000;-0.7;-0.1;-1;3;387;5.43
;;;Kankaanp‰‰;1010;19621226;1962;12;26;3255000;6875000;-4.8;-0.7;-9.8;0;506;4.14
;;;Kankaanp‰‰;1010;19621227;1962;12;27;3255000;6875000;-11.1;-5.5;-16.5;0;531;2.37
;;;Kankaanp‰‰;1010;19621228;1962;12;28;3255000;6875000;-16.1;-13.5;-18.2;0;486;1.51
;;;Kankaanp‰‰;1010;19621229;1962;12;29;3255000;6875000;-15.8;-12.9;-18.4;0;504;1.5
;;;Kankaanp‰‰;1010;19621230;1962;12;30;3255000;6875000;-20.3;-16.9;-22.6;0;595;1.05
;;;Kankaanp‰‰;1010;19621231;1962;12;31;3255000;6875000;-15.1;-12.8;-20.9;0;511;1.71
;;;Kankaanp‰‰;1010;19630101;1963;01;01;3255000;6875000;-8;-3.6;-15.9;0;659;3.08
;;;Kankaanp‰‰;1010;19630102;1963;01;02;3255000;6875000;-5.3;-0.6;-11.1;0;610;3.96
;;;Kankaanp‰‰;1010;19630103;1963;01;03;3255000;6875000;-11.2;-1.9;-14.7;0;691;2.2
;;;Kankaanp‰‰;1010;19630104;1963;01;04;3255000;6875000;-6.7;-2.4;-14.8;0;520;3.44
;;;Kankaanp‰‰;1010;19630105;1963;01;05;3255000;6875000;-9;-3.9;-13.1;3;479;2.87
;;;Kankaanp‰‰;1010;19630106;1963;01;06;3255000;6875000;-10;-6.1;-11.8;0;489;2.71
;;;Kankaanp‰‰;1010;19630107;1963;01;07;3255000;6875000;-9.5;-5.7;-13.5;0;693;2.61
;;;Kankaanp‰‰;1010;19630108;1963;01;08;3255000;6875000;-5.9;-4.3;-9.6;0;659;3.42
;;;Kankaanp‰‰;1010;19630109;1963;01;09;3255000;6875000;-14.2;-4.7;-17.7;0;705;1.76
;;;Kankaanp‰‰;1010;19630110;1963;01;10;3255000;6875000;-18.2;-14.7;-21.9;0;712;1.25
;;;Kankaanp‰‰;1010;19630111;1963;01;11;3255000;6875000;-13.1;-11.4;-18.4;0;591;1.97
;;;Kankaanp‰‰;1010;19630112;1963;01;12;3255000;6875000;-10;-5.5;-13.3;1;598;2.7
;;;Kankaanp‰‰;1010;19630113;1963;01;13;3255000;6875000;-13.3;-9.7;-18.7;6;622;1.99
;;;Kankaanp‰‰;1010;19630114;1963;01;14;3255000;6875000;-13.7;-9.4;-14.9;1;628;1.78
;;;Kankaanp‰‰;1010;19630115;1963;01;15;3255000;6875000;-17.9;-14.5;-19.8;0;914;1.3
;;;Kankaanp‰‰;1010;19630116;1963;01;16;3255000;6875000;-20.9;-17.3;-24.3;0;982;0.97
;;;Kankaanp‰‰;1010;19630117;1963;01;17;3255000;6875000;-18.6;-14.5;-21.5;0;1173;1.17
;;;Kankaanp‰‰;1010;19630118;1963;01;18;3255000;6875000;-11.7;-4.7;-24.3;0;716;2.52
;;;Kankaanp‰‰;1010;19630119;1963;01;19;3255000;6875000;-5.4;-0.3;-12.7;0;1064;3.82
;;;Kankaanp‰‰;1010;19630120;1963;01;20;3255000;6875000;-10.6;-8.1;-12.8;0;1194;2.07
;;;Kankaanp‰‰;1010;19630121;1963;01;21;3255000;6875000;-12.1;-9;-16.8;0;959;2.14
;;;Kankaanp‰‰;1010;19630122;1963;01;22;3255000;6875000;-6.9;-3.5;-12;0;892;3.52
;;;Kankaanp‰‰;1010;19630123;1963;01;23;3255000;6875000;-2.3;-0.6;-4.8;2;845;5.01
;;;Kankaanp‰‰;1010;19630124;1963;01;24;3255000;6875000;-8.2;-0.5;-15.2;0;1583;2.98
;;;Kankaanp‰‰;1010;19630125;1963;01;25;3255000;6875000;-10.2;-4.5;-19;1;1289;2.43
;;;Kankaanp‰‰;1010;19630126;1963;01;26;3255000;6875000;-4.2;-2.8;-5.6;2;906;4.32
;;;Kankaanp‰‰;1010;19630127;1963;01;27;3255000;6875000;-6.2;-3.9;-10.3;0;991;3.62
;;;Kankaanp‰‰;1010;19630128;1963;01;28;3255000;6875000;-4;-2.6;-5.9;0;957;4.26
;;;Kankaanp‰‰;1010;19630129;1963;01;29;3255000;6875000;-4.2;-1.1;-4.7;0;990;4.24
;;;Kankaanp‰‰;1010;19630130;1963;01;30;3255000;6875000;-7.2;-3;-8;1;1048;3.32
;;;Kankaanp‰‰;1010;19630131;1963;01;31;3255000;6875000;-10.3;-7.3;-13;0;1934;2.5
;;;Kankaanp‰‰;1010;19630201;1963;02;01;3255000;6875000;-15.1;-11.2;-17;0;2124;1.71
;;;Kankaanp‰‰;1010;19630202;1963;02;02;3255000;6875000;-16.4;-12.6;-21.7;0;2263;1.49
;;;Kankaanp‰‰;1010;19630203;1963;02;03;3255000;6875000;-9;-7.3;-13;2;1138;2.84
;;;Kankaanp‰‰;1010;19630204;1963;02;04;3255000;6875000;-5.4;-2.4;-7.7;4;1176;3.88
;;;Kankaanp‰‰;1010;19630205;1963;02;05;3255000;6875000;-6.6;-4.4;-8.1;0;1227;3.32
;;;Kankaanp‰‰;1010;19630206;1963;02;06;3255000;6875000;-11.2;-5.4;-17;0;1467;2.42
;;;Kankaanp‰‰;1010;19630207;1963;02;07;3255000;6875000;-10.5;-7.5;-14.7;0;2457;2.56
;;;Kankaanp‰‰;1010;19630208;1963;02;08;3255000;6875000;-17.9;-13.1;-20.1;0;1475;1.32
;;;Kankaanp‰‰;1010;19630209;1963;02;09;3255000;6875000;-12.8;-8;-23.9;0;1971;2.11
;;;Kankaanp‰‰;1010;19630210;1963;02;10;3255000;6875000;-10.6;-9;-12.5;0;2665;2.42
;;;Kankaanp‰‰;1010;19630211;1963;02;11;3255000;6875000;-11.3;-9.4;-13.2;0;1601;2.46
;;;Kankaanp‰‰;1010;19630212;1963;02;12;3255000;6875000;-11;-9.4;-15.4;2;1381;2.51
;;;Kankaanp‰‰;1010;19630213;1963;02;13;3255000;6875000;-8.5;-6.4;-9.8;0;1449;3.15
;;;Kankaanp‰‰;1010;19630214;1963;02;14;3255000;6875000;-11.6;-7.8;-14.6;0;3546;2.33
;;;Kankaanp‰‰;1010;19630215;1963;02;15;3255000;6875000;-15.8;-10.8;-20.9;0;3664;1.69
;;;Kankaanp‰‰;1010;19630216;1963;02;16;3255000;6875000;-12.5;-9.1;-17.9;0;1576;2.21
;;;Kankaanp‰‰;1010;19630217;1963;02;17;3255000;6875000;-13.9;-9.1;-17.9;0;3782;2.01
;;;Kankaanp‰‰;1010;19630218;1963;02;18;3255000;6875000;-18.6;-14.5;-23.6;0;4125;1.19
;;;Kankaanp‰‰;1010;19630219;1963;02;19;3255000;6875000;-13.8;-8.6;-23.3;0;2015;1.65
;;;Kankaanp‰‰;1010;19630220;1963;02;20;3255000;6875000;-11.3;-8.8;-14.1;0;1806;2.05
;;;Kankaanp‰‰;1010;19630221;1963;02;21;3255000;6875000;-11.2;-5.8;-14.5;0;4635;2.31
;;;Kankaanp‰‰;1010;19630222;1963;02;22;3255000;6875000;-14.4;-9.7;-19.8;0;4686;1.52
;;;Kankaanp‰‰;1010;19630223;1963;02;23;3255000;6875000;-8.5;-4.1;-16.1;0;4447;2.85
;;;Kankaanp‰‰;1010;19630224;1963;02;24;3255000;6875000;-11.6;-4.6;-17.1;0;4549;2.07
;;;Kankaanp‰‰;1010;19630225;1963;02;25;3255000;6875000;-15.8;-8.6;-22.1;0;4328;1.37
;;;Kankaanp‰‰;1010;19630226;1963;02;26;3255000;6875000;-11.5;-5.5;-20.4;0;1966;2.5
;;;Kankaanp‰‰;1010;19630227;1963;02;27;3255000;6875000;-4.3;-2.2;-6.4;0;2165;4.32
;;;Kankaanp‰‰;1010;19630228;1963;02;28;3255000;6875000;-4.5;0.1;-8.5;0;4493;4.08
;;;Kankaanp‰‰;1010;19630301;1963;03;01;3255000;6875000;-1.8;3.8;-7.3;0;5813;4.44
;;;Kankaanp‰‰;1010;19630302;1963;03;02;3255000;6875000;-1.6;1.2;-5.1;2;5130;4.82
;;;Kankaanp‰‰;1010;19630303;1963;03;03;3255000;6875000;-2.5;0.9;-4.3;0;5630;4.8
;;;Kankaanp‰‰;1010;19630304;1963;03;04;3255000;6875000;-5.5;-3;-7.8;0;2250;3.96
;;;Kankaanp‰‰;1010;19630305;1963;03;05;3255000;6875000;-4.1;0.1;-7.2;0;4390;4.3
;;;Kankaanp‰‰;1010;19630306;1963;03;06;3255000;6875000;-3.4;0.4;-10;3;2343;4.71
;;;Kankaanp‰‰;1010;19630307;1963;03;07;3255000;6875000;-1;2.5;-4.2;1;2847;5.36
;;;Kankaanp‰‰;1010;19630308;1963;03;08;3255000;6875000;-6.5;1;-9.5;0;3825;3.1
;;;Kankaanp‰‰;1010;19630309;1963;03;09;3255000;6875000;-14.1;-8.3;-20.3;0;8424;1.42
;;;Kankaanp‰‰;1010;19630310;1963;03;10;3255000;6875000;-11.9;-4.4;-19.1;0;8224;2.12
;;;Kankaanp‰‰;1010;19630311;1963;03;11;3255000;6875000;-9;-5;-13.2;0;2321;2.81
;;;Kankaanp‰‰;1010;19630312;1963;03;12;3255000;6875000;-6.4;-2.5;-8.7;0;8458;2.68
;;;Kankaanp‰‰;1010;19630313;1963;03;13;3255000;6875000;-13.4;-5.6;-16;0;9294;1.51
;;;Kankaanp‰‰;1010;19630314;1963;03;14;3255000;6875000;-14.7;-6.8;-24.1;0;9585;1.61
;;;Kankaanp‰‰;1010;19630315;1963;03;15;3255000;6875000;-10.4;-2.7;-16.9;0;9888;1.92
;;;Kankaanp‰‰;1010;19630316;1963;03;16;3255000;6875000;-5.2;-2.4;-10.8;1;4392;3.64
;;;Kankaanp‰‰;1010;19630317;1963;03;17;3255000;6875000;-8;-4;-10.5;0;5406;2.52
;;;Kankaanp‰‰;1010;19630318;1963;03;18;3255000;6875000;-14.4;-7.5;-20.1;0;10377;1.05
;;;Kankaanp‰‰;1010;19630319;1963;03;19;3255000;6875000;-14.8;-6.6;-21.6;0;10678;0.98
;;;Kankaanp‰‰;1010;19630320;1963;03;20;3255000;6875000;-12.9;-5.1;-20.6;0;9828;1.09
;;;Kankaanp‰‰;1010;19630321;1963;03;21;3255000;6875000;-10.3;-3;-16.3;0;11382;1.5
;;;Kankaanp‰‰;1010;19630322;1963;03;22;3255000;6875000;-9.6;-2.3;-16.2;0;4319;2.65
;;;Kankaanp‰‰;1010;19630323;1963;03;23;3255000;6875000;-9.2;-4.6;-13.9;0;11753;2.24
;;;Kankaanp‰‰;1010;19630324;1963;03;24;3255000;6875000;-9.4;-3.5;-15.7;0;11919;2
;;;Kankaanp‰‰;1010;19630325;1963;03;25;3255000;6875000;-11.2;-8;-16;2;10083;1.74
;;;Kankaanp‰‰;1010;19630326;1963;03;26;3255000;6875000;-9.2;-3.9;-11.8;0;9591;2.21
;;;Kankaanp‰‰;1010;19630327;1963;03;27;3255000;6875000;-10.6;-2.6;-18.1;0;13050;1.51
;;;Kankaanp‰‰;1010;19630328;1963;03;28;3255000;6875000;-10.5;-3.1;-19.1;0;8201;1.78
;;;Kankaanp‰‰;1010;19630329;1963;03;29;3255000;6875000;-6.2;-0.3;-11.7;0;12527;2.2
;;;Kankaanp‰‰;1010;19630330;1963;03;30;3255000;6875000;-5.5;0;-11.4;0;13554;2.25
;;;Kankaanp‰‰;1010;19630331;1963;03;31;3255000;6875000;-5.5;0.7;-11.6;0;13512;2.18
;;;Kankaanp‰‰;1010;19630401;1963;04;01;3255000;6875000;-6.2;1.6;-14.9;0;14460;2.25
;;;Kankaanp‰‰;1010;19630402;1963;04;02;3255000;6875000;-4.5;1.8;-11.6;0;12903;3.1
;;;Kankaanp‰‰;1010;19630403;1963;04;03;3255000;6875000;-1.4;0.4;-3.3;3;4292;5.16
;;;Kankaanp‰‰;1010;19630404;1963;04;04;3255000;6875000;-0.2;1.8;-2.3;0;4394;5.55
;;;Kankaanp‰‰;1010;19630405;1963;04;05;3255000;6875000;-0.5;2.5;-2.1;0;13063;3.99
;;;Kankaanp‰‰;1010;19630406;1963;04;06;3255000;6875000;-1.6;4.6;-8.6;0;15428;3.91
;;;Kankaanp‰‰;1010;19630407;1963;04;07;3255000;6875000;3.6;8.9;0.1;0;14508;5.63
;;;Kankaanp‰‰;1010;19630408;1963;04;08;3255000;6875000;0.2;5.3;-4.7;0;14402;4.72
;;;Kankaanp‰‰;1010;19630409;1963;04;09;3255000;6875000;0;4.8;-4.1;0;5414;5.02
;;;Kankaanp‰‰;1010;19630410;1963;04;10;3255000;6875000;0.1;6.5;-4.3;0;9849;4.9
;;;Kankaanp‰‰;1010;19630411;1963;04;11;3255000;6875000;2.9;8.6;-2.5;0;14921;5.25
;;;Kankaanp‰‰;1010;19630412;1963;04;12;3255000;6875000;3.4;6.6;1.7;0;5576;6.53
;;;Kankaanp‰‰;1010;19630413;1963;04;13;3255000;6875000;2.8;4.8;2;2;7207;6.27
;;;Kankaanp‰‰;1010;19630414;1963;04;14;3255000;6875000;2.4;7;-0.1;0;11864;5.28
;;;Kankaanp‰‰;1010;19630415;1963;04;15;3255000;6875000;3.3;7.8;-1.8;0;18063;4.43
;;;Kankaanp‰‰;1010;19630416;1963;04;16;3255000;6875000;2.2;5;0.6;3;4615;6.15
;;;Kankaanp‰‰;1010;19630417;1963;04;17;3255000;6875000;2.7;8.6;-2.1;0;17114;5.38
;;;Kankaanp‰‰;1010;19630418;1963;04;18;3255000;6875000;4.1;10.5;-1.9;0;15007;5.78
;;;Kankaanp‰‰;1010;19630419;1963;04;19;3255000;6875000;5.5;9.8;2;0;5158;8.14
;;;Kankaanp‰‰;1010;19630420;1963;04;20;3255000;6875000;4.9;7.9;2.7;5;5053;8.43
