OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;;
;;;Mänttä-Vilppula;1069;19870630;1987;6;30;3365000;6885000;13.9;18.1;10.7;0;18911;9.77;;;
;;;Mänttä-Vilppula;1069;19870701;1987;7;1;3365000;6885000;13.6;17.8;10.6;0;12800;12.94;;;
;;;Mänttä-Vilppula;1069;19870702;1987;7;2;3365000;6885000;14.8;18.5;11.4;0;20489;10.77;;;
;;;Mänttä-Vilppula;1069;19870703;1987;7;3;3365000;6885000;12.9;16.8;9.1;0;25962;7.91;;;
;;;Mänttä-Vilppula;1069;19870704;1987;7;4;3365000;6885000;12.6;19.3;2.3;0;22668;7.47;;;
;;;Mänttä-Vilppula;1069;19870705;1987;7;5;3365000;6885000;14.9;20.6;7.3;0;20674;9.22;;;
;;;Mänttä-Vilppula;1069;19870706;1987;7;6;3365000;6885000;17;22.7;10.6;1;21937;12.39;;;
;;;Mänttä-Vilppula;1069;19870707;1987;7;7;3365000;6885000;16.9;23.5;9;2;18396;13.76;;;
;;;Mänttä-Vilppula;1069;19870708;1987;7;8;3365000;6885000;17.1;22;13.4;4;19481;14.49;;;
;;;Mänttä-Vilppula;1069;19870709;1987;7;9;3365000;6885000;14.4;18.3;12.8;3;12939;14.18;;;
;;;Mänttä-Vilppula;1069;19870710;1987;7;10;3365000;6885000;12.7;16;9;7;15158;12;;;
;;;Mänttä-Vilppula;1069;19870711;1987;7;11;3365000;6885000;10.5;14.2;8.9;5;9199;11.2;;;
;;;Mänttä-Vilppula;1069;19870712;1987;7;12;3365000;6885000;11.4;14.1;8;0;10981;10.24;;;
;;;Mänttä-Vilppula;1069;19870713;1987;7;13;3365000;6885000;13.5;17.4;9.6;0;16748;10.61;;;
;;;Mänttä-Vilppula;1069;19870714;1987;7;14;3365000;6885000;11.8;15.1;9.3;0;10913;10.65;;;
;;;Mänttä-Vilppula;1069;19870715;1987;7;15;3365000;6885000;12.3;18.5;4;0;20138;8.95;;;
;;;Mänttä-Vilppula;1069;19870716;1987;7;16;3365000;6885000;10.7;15.4;4.4;0;19635;8.08;;;
;;;Mänttä-Vilppula;1069;19870717;1987;7;17;3365000;6885000;12.2;19.5;1.8;0;21671;9.86;;;
;;;Mänttä-Vilppula;1069;19870718;1987;7;18;3365000;6885000;13.8;19;7.4;0;15827;11.94;;;
;;;Mänttä-Vilppula;1069;19870719;1987;7;19;3365000;6885000;14.5;21.5;6.5;0;25463;10.64;;;
;;;Mänttä-Vilppula;1069;19870720;1987;7;20;3365000;6885000;17.4;24.8;6.6;0;26728;10.21;;;
;;;Mänttä-Vilppula;1069;19870721;1987;7;21;3365000;6885000;18.5;26;7.2;0;25279;12.14;;;
;;;Mänttä-Vilppula;1069;19870722;1987;7;22;3365000;6885000;20.5;27.5;11.5;0;25219;12.37;;;
;;;Mänttä-Vilppula;1069;19870723;1987;7;23;3365000;6885000;20.3;26.9;11.4;0;26068;12.33;;;
;;;Mänttä-Vilppula;1069;19870724;1987;7;24;3365000;6885000;17.6;25.2;11.3;9;17932;15;;;
;;;Mänttä-Vilppula;1069;19870725;1987;7;25;3365000;6885000;16.2;19.5;15;0;13029;16.25;;;
;;;Mänttä-Vilppula;1069;19870726;1987;7;26;3365000;6885000;14.4;18.2;12.2;2;15607;12.07;;;
;;;Mänttä-Vilppula;1069;19870727;1987;7;27;3365000;6885000;12.7;17.7;8.3;2;15731;11.24;;;
;;;Mänttä-Vilppula;1069;19870728;1987;7;28;3365000;6885000;11.1;15.3;6.8;5;13219;12.06;;;
;;;Mänttä-Vilppula;1069;19870729;1987;7;29;3365000;6885000;13.3;17.8;6.4;1;15506;11.64;;;
;;;Mänttä-Vilppula;1069;19870730;1987;7;30;3365000;6885000;13;18.6;5.6;2;16075;11.67;;;
;;;Mänttä-Vilppula;1069;19870731;1987;7;31;3365000;6885000;13.9;18.3;10.1;25;13816;13;;;
;;;Mänttä-Vilppula;1069;19870801;1987;8;1;3365000;6885000;13.9;17;11.9;5;11028;14.26;;;
;;;Mänttä-Vilppula;1069;19870802;1987;8;2;3365000;6885000;13.4;15;11.9;8;8771;14.12;;;
;;;Mänttä-Vilppula;1069;19870803;1987;8;3;3365000;6885000;14.1;19;10.3;4;17721;11.41;;;
;;;Mänttä-Vilppula;1069;19870804;1987;8;4;3365000;6885000;12.3;15.6;9.9;5;7844;13.38;;;
;;;Mänttä-Vilppula;1069;19870805;1987;8;5;3365000;6885000;13.2;16.4;11.1;2;10028;13.54;;;
;;;Mänttä-Vilppula;1069;19870806;1987;8;6;3365000;6885000;12.5;16.6;11.1;2;13299;12.47;;;
;;;Mänttä-Vilppula;1069;19870807;1987;8;7;3365000;6885000;10.7;12.6;7.6;40;7356;12.33;;;
;;;Mänttä-Vilppula;1069;19870808;1987;8;8;3365000;6885000;9.2;12.3;8.4;0;7856;9.93;;;
;;;Mänttä-Vilppula;1069;19870809;1987;8;9;3365000;6885000;8.2;9.6;7;6;6818;9.2;;;
;;;Mänttä-Vilppula;1069;19870810;1987;8;10;3365000;6885000;9.4;11.6;7.3;0;8472;10.08;;;
;;;Mänttä-Vilppula;1069;19870811;1987;8;11;3365000;6885000;10.8;14.7;7.1;0;9527;10.42;;;
;;;Mänttä-Vilppula;1069;19870812;1987;8;12;3365000;6885000;11.8;17.4;6.5;0;13287;10.53;;;
;;;Mänttä-Vilppula;1069;19870813;1987;8;13;3365000;6885000;11.4;16.6;4.8;0;12787;10.78;;;
;;;Mänttä-Vilppula;1069;19870814;1987;8;14;3365000;6885000;10.6;15;8;0;14721;9.25;;;
;;;Mänttä-Vilppula;1069;19870815;1987;8;15;3365000;6885000;8.4;14.2;0.9;0;14118;7.85;;;
;;;Mänttä-Vilppula;1069;19870816;1987;8;16;3365000;6885000;8.7;15.4;3.1;0;16981;7.88;;;
;;;Mänttä-Vilppula;1069;19870817;1987;8;17;3365000;6885000;8.8;15.5;2;2;19473;7.38;;;
;;;Mänttä-Vilppula;1069;19870818;1987;8;18;3365000;6885000;10;16.8;1.5;0;14131;9.78;;;
;;;Mänttä-Vilppula;1069;19870819;1987;8;19;3365000;6885000;13.2;17;9.8;3;9709;11.73;;;
;;;Mänttä-Vilppula;1069;19870820;1987;8;20;3365000;6885000;12.9;16.1;11.9;0;7356;13.56;;;
;;;Mänttä-Vilppula;1069;19870821;1987;8;21;3365000;6885000;12.7;19.5;4;0;17909;11.35;;;
;;;Mänttä-Vilppula;1069;19870822;1987;8;22;3365000;6885000;13.6;16.4;12.8;0;5888;14.17;;;
;;;Mänttä-Vilppula;1069;19870823;1987;8;23;3365000;6885000;10.5;14.1;9.2;18;6865;11.72;;;
;;;Mänttä-Vilppula;1069;19870824;1987;8;24;3365000;6885000;8.8;13.6;6.3;0;15983;7.93;;;
;;;Mänttä-Vilppula;1069;19870825;1987;8;25;3365000;6885000;6.4;13.4;-0.9;0;16439;6.62;;;
;;;Mänttä-Vilppula;1069;19870826;1987;8;26;3365000;6885000;7.6;11.4;2;11;6766;8.04;;;
;;;Mänttä-Vilppula;1069;19870827;1987;8;27;3365000;6885000;9.6;13.2;6.9;6;4552;11.92;;;
;;;Mänttä-Vilppula;1069;19870828;1987;8;28;3365000;6885000;12.7;15.1;11;16;5467;13.71;;;
;;;Mänttä-Vilppula;1069;19870829;1987;8;29;3365000;6885000;9.5;13.5;7.5;0;7967;10.01;;;
;;;Mänttä-Vilppula;1069;19870830;1987;8;30;3365000;6885000;8.5;12.6;5.3;0;12078;8.62;;;
;;;Mänttä-Vilppula;1069;19870831;1987;8;31;3365000;6885000;6.7;8.3;5.8;2;6035;8.28;;;
;;;Mänttä-Vilppula;1069;19870901;1987;9;1;3365000;6885000;7.2;8.5;5.7;0;5465;7.81;;;
;;;Mänttä-Vilppula;1069;19870902;1987;9;2;3365000;6885000;7.8;11.6;5.3;0;8415;8.35;;;
;;;Mänttä-Vilppula;1069;19870903;1987;9;3;3365000;6885000;8.6;11.4;6.9;0;6488;10.09;;;
;;;Mänttä-Vilppula;1069;19870904;1987;9;4;3365000;6885000;7.4;14.2;1.7;0;11664;8.5;;;
;;;Mänttä-Vilppula;1069;19870905;1987;9;5;3365000;6885000;9.3;16.4;2.5;0;12008;9.6;;;
;;;Mänttä-Vilppula;1069;19870906;1987;9;6;3365000;6885000;11;17.1;5.1;0;14336;10.41;;;
;;;Mänttä-Vilppula;1069;19870907;1987;9;7;3365000;6885000;10;12.1;7.7;5;5202;10.69;;;
;;;Mänttä-Vilppula;1069;19870908;1987;9;8;3365000;6885000;10.1;11;9.1;7;4488;11.72;;;
;;;Mänttä-Vilppula;1069;19870909;1987;9;9;3365000;6885000;10.2;12.4;9.3;8;5321;11.69;;;
;;;Mänttä-Vilppula;1069;19870910;1987;9;10;3365000;6885000;10.5;15;8.2;5;9018;10.14;;;
;;;Mänttä-Vilppula;1069;19870911;1987;9;11;3365000;6885000;10.4;13;8;8;6035;11.19;;;
;;;Mänttä-Vilppula;1069;19870912;1987;9;12;3365000;6885000;9.2;11.1;7.4;2;7265;10.85;;;
;;;Mänttä-Vilppula;1069;19870913;1987;9;13;3365000;6885000;8.5;10.9;5.6;1;6465;10.14;;;
;;;Mänttä-Vilppula;1069;19870914;1987;9;14;3365000;6885000;8.8;14;6.6;1;7830;10.02;;;
;;;Mänttä-Vilppula;1069;19870915;1987;9;15;3365000;6885000;7.4;12.2;4.1;0;6662;9.51;;;
;;;Mänttä-Vilppula;1069;19870916;1987;9;16;3365000;6885000;7.4;10.5;3.8;0;4520;8.86;;;
;;;Mänttä-Vilppula;1069;19870917;1987;9;17;3365000;6885000;5.5;10.9;1.5;0;10208;6.93;;;
;;;Mänttä-Vilppula;1069;19870918;1987;9;18;3365000;6885000;4.5;10.8;-2;0;8307;6.9;;;
;;;Mänttä-Vilppula;1069;19870919;1987;9;19;3365000;6885000;6.6;8.2;5.6;3;4697;8.85;;;
;;;Mänttä-Vilppula;1069;19870920;1987;9;20;3365000;6885000;6.4;9.3;5.1;2;4634;8.87;;;
;;;Mänttä-Vilppula;1069;19870921;1987;9;21;3365000;6885000;6.3;9.9;4.4;0;5338;8.31;;;
;;;Mänttä-Vilppula;1069;19870922;1987;9;22;3365000;6885000;5;7.5;0.1;20;3410;8.67;;;
;;;Mänttä-Vilppula;1069;19870923;1987;9;23;3365000;6885000;8.5;10.1;6.3;7;3210;10.75;;;
;;;Mänttä-Vilppula;1069;19870924;1987;9;24;3365000;6885000;8.9;10.6;7.6;6;3359;10.73;;;
;;;Mänttä-Vilppula;1069;19870925;1987;9;25;3365000;6885000;7.7;9.5;6.5;25;2939;10.03;;;
;;;Mänttä-Vilppula;1069;19870926;1987;9;26;3365000;6885000;5.6;6.8;4.5;3;3048;8.68;;;
;;;Mänttä-Vilppula;1069;19870927;1987;9;27;3365000;6885000;5.2;6.2;3.9;0;2902;8.29;;;
;;;Mänttä-Vilppula;1069;19870928;1987;9;28;3365000;6885000;6.6;9;4.4;0;3950;8.78;;;
;;;Mänttä-Vilppula;1069;19870929;1987;9;29;3365000;6885000;6.5;8.7;4.4;0;3962;8.19;;;
;;;Mänttä-Vilppula;1069;19870930;1987;9;30;3365000;6885000;2.3;9;-2.4;0;5167;6.53;;;
;;;Mänttä-Vilppula;1069;19871001;1987;10;1;3365000;6885000;4.6;13.2;-1.6;1;7917;7.23;;;
;;;Mänttä-Vilppula;1069;19871002;1987;10;2;3365000;6885000;6.4;13.8;0.2;0;7883;8.16;;;
;;;Mänttä-Vilppula;1069;19871003;1987;10;3;3365000;6885000;6.1;11.2;2.1;0;6206;8.21;;;
;;;Mänttä-Vilppula;1069;19871004;1987;10;4;3365000;6885000;7.2;11.1;4.9;0;5572;8.05;;;
;;;Mänttä-Vilppula;1069;19871005;1987;10;5;3365000;6885000;6.9;11.2;4;0;6432;8.24;;;
;;;Mänttä-Vilppula;1069;19871006;1987;10;6;3365000;6885000;8.3;11.7;4.5;0;4608;9.05;;;
;;;Mänttä-Vilppula;1069;19871007;1987;10;7;3365000;6885000;10.1;11.5;8.5;5;2161;11.02;;;
;;;Mänttä-Vilppula;1069;19871008;1987;10;8;3365000;6885000;8.9;11.6;5;0;4463;9.96;;;
;;;Mänttä-Vilppula;1069;19871009;1987;10;9;3365000;6885000;9;10.9;7.9;2;2330;10.32;;;
;;;Mänttä-Vilppula;1069;19871010;1987;10;10;3365000;6885000;8.7;12.4;5.9;0;5768;9.14;;;
;;;Mänttä-Vilppula;1069;19871011;1987;10;11;3365000;6885000;9;11.6;6;0;2567;9.77;;;
;;;Mänttä-Vilppula;1069;19871012;1987;10;12;3365000;6885000;8.8;11.8;7.3;0;4274;8.44;;;
;;;Mänttä-Vilppula;1069;19871013;1987;10;13;3365000;6885000;7.9;11.2;6;0;5889;7.52;;;
;;;Mänttä-Vilppula;1069;19871014;1987;10;14;3365000;6885000;6.7;9;4.6;0;4555;7.62;;;
;;;Mänttä-Vilppula;1069;19871015;1987;10;15;3365000;6885000;6.7;7.3;5.4;0;2029;9.31;;;
;;;Mänttä-Vilppula;1069;19871016;1987;10;16;3365000;6885000;9.2;10.1;7.2;3;1968;10.96;;;
;;;Mänttä-Vilppula;1069;19871017;1987;10;17;3365000;6885000;10.5;11.1;9.8;11;1901;11.9;;;
;;;Mänttä-Vilppula;1069;19871018;1987;10;18;3365000;6885000;9.1;10.2;8.7;0;1716;11.31;;;
;;;Mänttä-Vilppula;1069;19871019;1987;10;19;3365000;6885000;7.5;10.6;3.5;0;3964;9.61;;;
;;;Mänttä-Vilppula;1069;19871020;1987;10;20;3365000;6885000;5.5;6.2;2.9;0;1747;8.51;;;
;;;Mänttä-Vilppula;1069;19871021;1987;10;21;3365000;6885000;2.9;4.9;2.1;0;1707;6.88;;;
;;;Mänttä-Vilppula;1069;19871022;1987;10;22;3365000;6885000;1.2;2.8;0.4;0;1650;6.23;;;
;;;Mänttä-Vilppula;1069;19871023;1987;10;23;3365000;6885000;0.4;1.3;-0.6;0;1750;5.86;;;
;;;Mänttä-Vilppula;1069;19871024;1987;10;24;3365000;6885000;1.3;2.2;0.3;0;1577;5.8;;;
;;;Mänttä-Vilppula;1069;19871025;1987;10;25;3365000;6885000;1.6;2.4;0.7;5;1480;6.4;;;
;;;Mänttä-Vilppula;1069;19871026;1987;10;26;3365000;6885000;3.2;4.1;2;0;1294;7.46;;;
;;;Mänttä-Vilppula;1069;19871027;1987;10;27;3365000;6885000;5.1;7.1;1.6;0;1594;7.88;;;
;;;Mänttä-Vilppula;1069;19871028;1987;10;28;3365000;6885000;4.9;6.5;2.9;0;2319;6.69;;;
;;;Mänttä-Vilppula;1069;19871029;1987;10;29;3365000;6885000;4.7;6.7;1.9;0;1727;6.61;;;
;;;Mänttä-Vilppula;1069;19871030;1987;10;30;3365000;6885000;4.3;6.6;2.7;0;1768;6.75;;;
;;;Mänttä-Vilppula;1069;19871031;1987;10;31;3365000;6885000;2.8;4.9;-0.1;3;1902;6.44;;;
;;;Mänttä-Vilppula;1069;19871101;1987;11;1;3365000;6885000;4;4.7;3.2;0;1287;7.69;;;
;;;Mänttä-Vilppula;1069;19871102;1987;11;2;3365000;6885000;3.7;5.3;2.2;0;1578;7.43;;;
;;;Mänttä-Vilppula;1069;19871103;1987;11;3;3365000;6885000;2.4;4.4;1.1;0;2257;6.12;;;
;;;Mänttä-Vilppula;1069;19871104;1987;11;4;3365000;6885000;3.2;7.3;-2.4;0;1551;6.4;;;
;;;Mänttä-Vilppula;1069;19871105;1987;11;5;3365000;6885000;5.6;8;3.8;0;1777;6.88;;;
;;;Mänttä-Vilppula;1069;19871106;1987;11;6;3365000;6885000;-0.6;6.6;-2.6;0;1366;4.44;;;
;;;Mänttä-Vilppula;1069;19871107;1987;11;7;3365000;6885000;-4.2;-1.7;-5.5;0;2237;3.21;;;
;;;Mänttä-Vilppula;1069;19871108;1987;11;8;3365000;6885000;-4.8;-1.8;-7.6;0;1848;3.5;;;
;;;Mänttä-Vilppula;1069;19871109;1987;11;9;3365000;6885000;-3.7;-1.5;-5.6;0;1972;3.59;;;
;;;Mänttä-Vilppula;1069;19871110;1987;11;10;3365000;6885000;-3.5;0.5;-9.1;8;923;4.57;;;
;;;Mänttä-Vilppula;1069;19871111;1987;11;11;3365000;6885000;-0.1;1.2;-0.7;0;958;5.83;;;
;;;Mänttä-Vilppula;1069;19871112;1987;11;12;3365000;6885000;-1;0.4;-1.7;0;1085;5.39;;;
;;;Mänttä-Vilppula;1069;19871113;1987;11;13;3365000;6885000;-2.6;-0.9;-3.2;3;906;4.65;;;
;;;Mänttä-Vilppula;1069;19871114;1987;11;14;3365000;6885000;-2.1;-1.3;-2.6;1;882;5;;;
;;;Mänttä-Vilppula;1069;19871115;1987;11;15;3365000;6885000;-5;-2;-7.4;0;877;3.98;;;
;;;Mänttä-Vilppula;1069;19871116;1987;11;16;3365000;6885000;-2.8;-1.5;-5.7;0;878;4.69;;;
;;;Mänttä-Vilppula;1069;19871117;1987;11;17;3365000;6885000;-0.2;0.3;-2.1;4;754;5.7;;;
;;;Mänttä-Vilppula;1069;19871118;1987;11;18;3365000;6885000;0;0.5;-0.2;3;787;5.76;;;
;;;Mänttä-Vilppula;1069;19871119;1987;11;19;3365000;6885000;-0.8;0.1;-1.4;0;804;5.08;;;
;;;Mänttä-Vilppula;1069;19871120;1987;11;20;3365000;6885000;-3.1;-0.6;-3.8;3;728;4.34;;;
;;;Mänttä-Vilppula;1069;19871121;1987;11;21;3365000;6885000;-5.3;-3.2;-6.3;1;708;3.63;;;
;;;Mänttä-Vilppula;1069;19871122;1987;11;22;3365000;6885000;-6.6;-5;-7.5;1;690;3.18;;;
;;;Mänttä-Vilppula;1069;19871123;1987;11;23;3365000;6885000;-7.7;-6.9;-8.2;0;710;3.07;;;
;;;Mänttä-Vilppula;1069;19871124;1987;11;24;3365000;6885000;-7.9;-6.7;-9;0;650;2.91;;;
;;;Mänttä-Vilppula;1069;19871125;1987;11;25;3365000;6885000;-11.2;-8.7;-15.3;0;740;2.16;;;
;;;Mänttä-Vilppula;1069;19871126;1987;11;26;3365000;6885000;-10.1;-7.8;-13.4;1;610;2.59;;;
;;;Mänttä-Vilppula;1069;19871127;1987;11;27;3365000;6885000;-5.5;-2;-8.8;0;547;3.91;;;
;;;Mänttä-Vilppula;1069;19871128;1987;11;28;3365000;6885000;-1.4;-0.8;-2.2;3;538;5.24;;;
;;;Mänttä-Vilppula;1069;19871129;1987;11;29;3365000;6885000;-0.3;0.3;-1.1;3;545;5.48;;;
;;;Mänttä-Vilppula;1069;19871130;1987;11;30;3365000;6885000;0.3;1;-0.5;0;467;6.01;;;
;;;Mänttä-Vilppula;1069;19871201;1987;12;1;3365000;6885000;-1.1;0.1;-2.4;0;572;5.09;;;
;;;Mänttä-Vilppula;1069;19871202;1987;12;2;3365000;6885000;-2;2.9;-7.9;0;633;4.7;;;
;;;Mänttä-Vilppula;1069;19871203;1987;12;3;3365000;6885000;-1.7;2.2;-9;0;536;5.2;;;
;;;Mänttä-Vilppula;1069;19871204;1987;12;4;3365000;6885000;-0.3;1.5;-1.1;0;484;5.39;;;
;;;Mänttä-Vilppula;1069;19871205;1987;12;5;3365000;6885000;-1;0.7;-3;1;561;5.05;;;
;;;Mänttä-Vilppula;1069;19871206;1987;12;6;3365000;6885000;-7.2;-2.5;-10.3;13;437;3.46;;;
;;;Mänttä-Vilppula;1069;19871207;1987;12;7;3365000;6885000;-11.2;-9.4;-13.2;2;485;2.23;;;
;;;Mänttä-Vilppula;1069;19871208;1987;12;8;3365000;6885000;-12.4;-9.9;-15.1;0;465;2.12;;;
;;;Mänttä-Vilppula;1069;19871209;1987;12;9;3365000;6885000;-10.3;-8.4;-15.4;0;488;2.68;;;
;;;Mänttä-Vilppula;1069;19871210;1987;12;10;3365000;6885000;-8.5;-6.4;-10.2;2;399;3.1;;;
;;;Mänttä-Vilppula;1069;19871211;1987;12;11;3365000;6885000;-8.9;-4.8;-12.3;0;479;2.85;;;
;;;Mänttä-Vilppula;1069;19871212;1987;12;12;3365000;6885000;-8.1;-4.9;-10.5;1;414;2.99;;;
;;;Mänttä-Vilppula;1069;19871213;1987;12;13;3365000;6885000;-7.1;0.2;-12.7;7;375;3.73;;;
;;;Mänttä-Vilppula;1069;19871214;1987;12;14;3365000;6885000;-10.5;1.1;-19;0;537;2.58;;;
;;;Mänttä-Vilppula;1069;19871215;1987;12;15;3365000;6885000;-7.1;-2.7;-20.2;1;413;3.46;;;
;;;Mänttä-Vilppula;1069;19871216;1987;12;16;3365000;6885000;-8.4;-2.5;-13.2;0;491;2.96;;;
;;;Mänttä-Vilppula;1069;19871217;1987;12;17;3365000;6885000;-11;-7.8;-14.5;0;468;2.29;;;
;;;Mänttä-Vilppula;1069;19871218;1987;12;18;3365000;6885000;-4.7;-2.2;-11.4;0;360;4.09;;;
;;;Mänttä-Vilppula;1069;19871219;1987;12;19;3365000;6885000;-4.5;-2.9;-5.4;2;355;4.28;;;
;;;Mänttä-Vilppula;1069;19871220;1987;12;20;3365000;6885000;-2.5;-0.9;-5.2;4;333;4.98;;;
;;;Mänttä-Vilppula;1069;19871221;1987;12;21;3365000;6885000;-12.8;-1.6;-21.7;0;525;2.31;;;
;;;Mänttä-Vilppula;1069;19871222;1987;12;22;3365000;6885000;-21.9;-18;-27.2;0;477;0.96;;;
;;;Mänttä-Vilppula;1069;19871223;1987;12;23;3365000;6885000;-8.2;-1.7;-18.2;0;363;3.43;;;
;;;Mänttä-Vilppula;1069;19871224;1987;12;24;3365000;6885000;-3.5;-0.6;-5.7;0;371;4.5;;;
;;;Mänttä-Vilppula;1069;19871225;1987;12;25;3365000;6885000;-1.3;-0.5;-3.6;0;358;5.41;;;
;;;Mänttä-Vilppula;1069;19871226;1987;12;26;3365000;6885000;0.6;2.9;-1.3;0;370;5.85;;;
;;;Mänttä-Vilppula;1069;19871227;1987;12;27;3365000;6885000;-10.2;-1;-13.3;0;518;2.5;;;
;;;Mänttä-Vilppula;1069;19871228;1987;12;28;3365000;6885000;-11.5;-6.6;-16;0;459;2.47;;;
;;;Mänttä-Vilppula;1069;19871229;1987;12;29;3365000;6885000;-10.9;-4.6;-18.1;8;412;2.84;;;
;;;Mänttä-Vilppula;1069;19871230;1987;12;30;3365000;6885000;-6.8;-1.2;-13.3;0;402;3.65;;;
;;;Mänttä-Vilppula;1069;19871231;1987;12;31;3365000;6885000;-18.3;-12.6;-22.3;1;590;1.02;;;
;;;Mänttä-Vilppula;1069;19880101;1988;1;1;3365000;6885000;-9.2;-2.3;-20.1;4;409;3.33;;;
;;;Mänttä-Vilppula;1069;19880102;1988;1;2;3365000;6885000;1.6;2.2;-2.1;1;422;6.63;;;
;;;Mänttä-Vilppula;1069;19880103;1988;1;3;3365000;6885000;1.2;3.5;0.2;7;428;6.39;;;
;;;Mänttä-Vilppula;1069;19880104;1988;1;4;3365000;6885000;-1.2;1.3;-2.1;1;461;5.24;;;
;;;Mänttä-Vilppula;1069;19880105;1988;1;5;3365000;6885000;-1.8;-0.5;-2.9;3;466;5.3;;;
;;;Mänttä-Vilppula;1069;19880106;1988;1;6;3365000;6885000;-8;-2.1;-10.7;0;480;3.2;;;
;;;Mänttä-Vilppula;1069;19880107;1988;1;7;3365000;6885000;-14.6;-10.8;-18.3;0;593;1.8;;;
;;;Mänttä-Vilppula;1069;19880108;1988;1;8;3365000;6885000;-20;-16.1;-23.8;0;713;1.15;;;
;;;Mänttä-Vilppula;1069;19880109;1988;1;9;3365000;6885000;-8.9;-4.3;-22;0;519;3.06;;;
;;;Mänttä-Vilppula;1069;19880110;1988;1;10;3365000;6885000;0.9;2.8;-4.1;0;537;6.02;;;
;;;Mänttä-Vilppula;1069;19880111;1988;1;11;3365000;6885000;2;3.1;0.5;0;621;5.97;;;
;;;Mänttä-Vilppula;1069;19880112;1988;1;12;3365000;6885000;0.1;0.9;-0.7;0;610;5.62;;;
;;;Mänttä-Vilppula;1069;19880113;1988;1;13;3365000;6885000;-2;0.6;-4.4;2;587;5.2;;;
;;;Mänttä-Vilppula;1069;19880114;1988;1;14;3365000;6885000;1.1;1.5;0.2;0;612;5.99;;;
;;;Mänttä-Vilppula;1069;19880115;1988;1;15;3365000;6885000;0.6;1.6;-0.3;0;634;5.92;;;
;;;Mänttä-Vilppula;1069;19880116;1988;1;16;3365000;6885000;-1.3;1.5;-3.4;0;656;4.7;;;
;;;Mänttä-Vilppula;1069;19880117;1988;1;17;3365000;6885000;-4.6;-1.9;-8.5;0;756;4.04;;;
;;;Mänttä-Vilppula;1069;19880118;1988;1;18;3365000;6885000;-5.1;-3.1;-9.1;5;701;3.98;;;
;;;Mänttä-Vilppula;1069;19880119;1988;1;19;3365000;6885000;-0.9;0;-3.1;2;740;5.38;;;
;;;Mänttä-Vilppula;1069;19880120;1988;1;20;3365000;6885000;-1.2;0.1;-1.8;0;792;5.28;;;
;;;Mänttä-Vilppula;1069;19880121;1988;1;21;3365000;6885000;-2.1;0.1;-3.2;0;808;4.77;;;
;;;Mänttä-Vilppula;1069;19880122;1988;1;22;3365000;6885000;-3.7;-2.8;-4.1;2;792;4.29;;;
;;;Mänttä-Vilppula;1069;19880123;1988;1;23;3365000;6885000;-4.6;-3.9;-5;0;818;3.78;;;
;;;Mänttä-Vilppula;1069;19880124;1988;1;24;3365000;6885000;-5.6;-4.6;-6.2;3;849;3.4;;;
;;;Mänttä-Vilppula;1069;19880125;1988;1;25;3365000;6885000;-7.3;-5.7;-8.3;0;878;3.09;;;
;;;Mänttä-Vilppula;1069;19880126;1988;1;26;3365000;6885000;-9.7;-7.7;-10.8;0;1641;2.39;;;
;;;Mänttä-Vilppula;1069;19880127;1988;1;27;3365000;6885000;-12;-9.7;-13.6;0;1702;1.96;;;
;;;Mänttä-Vilppula;1069;19880128;1988;1;28;3365000;6885000;-13.7;-12.2;-15.7;0;1781;1.72;;;
;;;Mänttä-Vilppula;1069;19880129;1988;1;29;3365000;6885000;-15.4;-12.9;-17;0;1715;1.61;;;
;;;Mänttä-Vilppula;1069;19880130;1988;1;30;3365000;6885000;-13.6;-11.9;-15.4;0;1533;1.56;;;
;;;Mänttä-Vilppula;1069;19880131;1988;1;31;3365000;6885000;-12.8;-11.3;-14.3;0;1256;1.84;;;
;;;Mänttä-Vilppula;1069;19880201;1988;2;1;3365000;6885000;-9.3;-7.9;-12;0;1062;2.71;;;
;;;Mänttä-Vilppula;1069;19880202;1988;2;2;3365000;6885000;-6.9;-5.8;-8.4;7;1253;3.19;;;
;;;Mänttä-Vilppula;1069;19880203;1988;2;3;3365000;6885000;-1.6;0.5;-7.9;4;1100;5.22;;;
;;;Mänttä-Vilppula;1069;19880204;1988;2;4;3365000;6885000;-0.8;0.3;-1.9;0;1095;5.59;;;
;;;Mänttä-Vilppula;1069;19880205;1988;2;5;3365000;6885000;-0.7;0.6;-2.2;1;1187;5.61;;;
;;;Mänttä-Vilppula;1069;19880206;1988;2;6;3365000;6885000;0.5;1;0.2;4;1192;6.08;;;
;;;Mänttä-Vilppula;1069;19880207;1988;2;7;3365000;6885000;0.4;1.1;0;3;1281;5.93;;;
;;;Mänttä-Vilppula;1069;19880208;1988;2;8;3365000;6885000;0.3;1;-0.5;0;1598;5.67;;;
;;;Mänttä-Vilppula;1069;19880209;1988;2;9;3365000;6885000;-0.8;0.5;-1.8;0;1468;5.14;;;
;;;Mänttä-Vilppula;1069;19880210;1988;2;10;3365000;6885000;-0.3;0.6;-1.9;2;1480;5.54;;;
;;;Mänttä-Vilppula;1069;19880211;1988;2;11;3365000;6885000;0.3;1;-0.3;1;1297;5.85;;;
