OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;
;;;Toholampi;2077;20141018;2014;10;18;3365000;7085000;-0.4;2.6;-6.4;7.2;2013;5.52;;
;;;Toholampi;2077;20141019;2014;10;19;3365000;7085000;3.4;4.4;1.8;13.8;658;7.71;;
;;;Toholampi;2077;20141020;2014;10;20;3365000;7085000;0.9;3.8;0.4;0.3;1210;6.14;;
;;;Toholampi;2077;20141021;2014;10;21;3365000;7085000;-2.9;0.6;-5.4;0;4409;3.77;;
;;;Toholampi;2077;20141022;2014;10;22;3365000;7085000;-7;-3.6;-9.5;0;6796;3.07;;
;;;Toholampi;2077;20141023;2014;10;23;3365000;7085000;-6.2;-3;-10;0;5002;3.05;;
;;;Toholampi;2077;20141024;2014;10;24;3365000;7085000;-1.4;-0.3;-5.5;11.5;735;4.23;;
;;;Toholampi;2077;20141025;2014;10;25;3365000;7085000;3.3;5.5;-0.5;3.9;572;7.48;;
;;;Toholampi;2077;20141026;2014;10;26;3365000;7085000;8;8.9;5.4;0.5;613;9.83;;
;;;Toholampi;2077;20141027;2014;10;27;3365000;7085000;8.2;11.3;4.6;1.3;2019;8.81;;
;;;Toholampi;2077;20141028;2014;10;28;3365000;7085000;9.3;12.9;3.5;2.8;729;10.83;;
;;;Toholampi;2077;20141029;2014;10;29;3365000;7085000;7.2;13.3;3;11.3;314;9.6;;
;;;Toholampi;2077;20141030;2014;10;30;3365000;7085000;2.7;5.5;1.4;0;3063;6.73;;
;;;Toholampi;2077;20141031;2014;10;31;3365000;7085000;-0.9;2.3;-4.2;0.2;1944;5.67;;
;;;Toholampi;2077;20141101;2014;11;1;3365000;7085000;-4.2;-0.9;-8.3;4;4013;4.25;;
;;;Toholampi;2077;20141102;2014;11;2;3365000;7085000;3;6;-2.5;1;342;7.49;;
;;;Toholampi;2077;20141103;2014;11;3;3365000;7085000;9.3;10.5;6;8.1;335;11.28;;
;;;Toholampi;2077;20141104;2014;11;4;3365000;7085000;2.8;9.1;0;26.4;286;7.41;;
;;;Toholampi;2077;20141105;2014;11;5;3365000;7085000;-8;0;-13.7;0;4159;3.37;;
;;;Toholampi;2077;20141106;2014;11;6;3365000;7085000;-12.4;-6.9;-17.3;0;1537;2.3;;
;;;Toholampi;2077;20141107;2014;11;7;3365000;7085000;-6.7;-5.4;-10.7;0;1136;3.56;;
;;;Toholampi;2077;20141108;2014;11;8;3365000;7085000;-4.1;-3.3;-5.7;0.2;531;4.46;;
;;;Toholampi;2077;20141109;2014;11;9;3365000;7085000;2.2;4.4;-3.4;0.2;647;7.12;;
;;;Toholampi;2077;20141110;2014;11;10;3365000;7085000;5;6.3;3.9;5.9;427;8.15;;
;;;Toholampi;2077;20141111;2014;11;11;3365000;7085000;4.9;6.9;3.4;7.1;322;8.54;;
;;;Toholampi;2077;20141112;2014;11;12;3365000;7085000;-0.5;4.5;-2.7;0;686;5.63;;
;;;Toholampi;2077;20141113;2014;11;13;3365000;7085000;-3.4;-2.4;-4.3;0;914;4.17;;
;;;Toholampi;2077;20141114;2014;11;14;3365000;7085000;-2.4;-1.9;-2.9;0.2;437;4.75;;
;;;Toholampi;2077;20141115;2014;11;15;3365000;7085000;-2.2;-1.9;-2.8;0.1;566;4.84;;
;;;Toholampi;2077;20141116;2014;11;16;3365000;7085000;-0.4;0.6;-2.3;0;277;5.62;;
;;;Toholampi;2077;20141117;2014;11;17;3365000;7085000;-3.3;-0.7;-4.6;0;603;4.73;;
;;;Toholampi;2077;20141118;2014;11;18;3365000;7085000;0.1;1.1;-2.6;0;249;5.86;;
;;;Toholampi;2077;20141119;2014;11;19;3365000;7085000;0.7;1.5;0.2;0;290;6.17;;
;;;Toholampi;2077;20141120;2014;11;20;3365000;7085000;-2.2;0.2;-3.3;0.6;256;4.96;;
;;;Toholampi;2077;20141121;2014;11;21;3365000;7085000;-1.6;-1.1;-3.2;0.6;273;5.25;;
;;;Toholampi;2077;20141122;2014;11;22;3365000;7085000;-1.8;-1.4;-2.2;0.2;281;5.17;;
;;;Toholampi;2077;20141123;2014;11;23;3365000;7085000;-1.9;-1;-2.5;1;288;5.09;;
;;;Toholampi;2077;20141124;2014;11;24;3365000;7085000;0.7;1.5;-2.5;2;319;5.94;;
;;;Toholampi;2077;20141125;2014;11;25;3365000;7085000;1.5;2.7;0.1;0.7;187;6.45;;
;;;Toholampi;2077;20141126;2014;11;26;3365000;7085000;1.8;3.3;0.8;0.1;307;6.85;;
;;;Toholampi;2077;20141127;2014;11;27;3365000;7085000;-0.1;1.1;-0.8;0.4;143;6.09;;
;;;Toholampi;2077;20141128;2014;11;28;3365000;7085000;1.7;2.3;0.2;0.1;908;6.55;;
;;;Toholampi;2077;20141129;2014;11;29;3365000;7085000;1.3;2.2;0.7;0.1;219;6.18;;
;;;Toholampi;2077;20141130;2014;11;30;3365000;7085000;-0.6;0.9;-1.8;0.3;94;5.56;;
;;;Toholampi;2077;20141201;2014;12;1;3365000;7085000;-2.1;-0.6;-3.3;0;108;5.14;;
;;;Toholampi;2077;20141202;2014;12;2;3365000;7085000;-0.6;1;-5.1;3.2;62;5.41;;
;;;Toholampi;2077;20141203;2014;12;3;3365000;7085000;2;4.6;-0.4;2.4;505;6.28;;
;;;Toholampi;2077;20141204;2014;12;4;3365000;7085000;2.3;4.9;-1.3;0;309;6.63;;
;;;Toholampi;2077;20141205;2014;12;5;3365000;7085000;1.5;3.5;-0.2;1.2;452;6.67;;
;;;Toholampi;2077;20141206;2014;12;6;3365000;7085000;0.5;2.8;-2.3;0.3;143;6.07;;
;;;Toholampi;2077;20141207;2014;12;7;3365000;7085000;0.7;2.4;-3.2;0.6;65;5.95;;
;;;Toholampi;2077;20141208;2014;12;8;3365000;7085000;3.3;4.5;2.3;1;117;6.97;;
;;;Toholampi;2077;20141209;2014;12;9;3365000;7085000;0.7;2.5;-1;0;115;5.47;;
;;;Toholampi;2077;20141210;2014;12;10;3365000;7085000;2;3.8;-2.2;4.9;105;5.95;;
;;;Toholampi;2077;20141211;2014;12;11;3365000;7085000;2;3;0.5;1.3;200;6.47;;
;;;Toholampi;2077;20141212;2014;12;12;3365000;7085000;1;3;0.2;0.8;130;6.15;;
;;;Toholampi;2077;20141213;2014;12;13;3365000;7085000;-0.3;1.2;-2.1;0.7;84;5.66;;
;;;Toholampi;2077;20141214;2014;12;14;3365000;7085000;-1;-0.1;-3.1;1.5;126;5.34;;
;;;Toholampi;2077;20141215;2014;12;15;3365000;7085000;2.2;3.6;-2.1;2.5;56;6.43;;
;;;Toholampi;2077;20141216;2014;12;16;3365000;7085000;0.8;2.3;-0.1;2.7;122;5.95;;
;;;Toholampi;2077;20141217;2014;12;17;3365000;7085000;-1.8;1.2;-6.6;0.3;144;5.25;;
;;;Toholampi;2077;20141218;2014;12;18;3365000;7085000;-2.9;-1.5;-7.1;1.3;144;4.86;;
;;;Toholampi;2077;20141219;2014;12;19;3365000;7085000;-0.7;0.6;-3.6;7.6;122;5.75;;
;;;Toholampi;2077;20141220;2014;12;20;3365000;7085000;-1.4;0.3;-2.2;4.9;105;5.45;;
;;;Toholampi;2077;20141221;2014;12;21;3365000;7085000;-2.8;-2;-3.3;1.3;125;4.83;;
;;;Toholampi;2077;20141222;2014;12;22;3365000;7085000;-5.5;-3;-6.7;0;164;3.76;;
;;;Toholampi;2077;20141223;2014;12;23;3365000;7085000;-11.6;-6.2;-16.7;0.1;211;2.37;;
;;;Toholampi;2077;20141224;2014;12;24;3365000;7085000;-17.6;-15.2;-21.3;0;139;1.4;;
;;;Toholampi;2077;20141225;2014;12;25;3365000;7085000;-11;-6.1;-22.5;0.1;260;2.68;;
;;;Toholampi;2077;20141226;2014;12;26;3365000;7085000;-6.2;-5;-9.3;2.2;206;3.65;;
;;;Toholampi;2077;20141227;2014;12;27;3365000;7085000;-10.1;-5.2;-12.3;0.1;187;2.73;;
;;;Toholampi;2077;20141228;2014;12;28;3365000;7085000;-9.9;-8.4;-14.1;0;144;2.71;;
;;;Toholampi;2077;20141229;2014;12;29;3365000;7085000;-10.4;-8.5;-13.4;4.5;180;2.63;;
;;;Toholampi;2077;20141230;2014;12;30;3365000;7085000;-1.7;1.3;-9.1;3.3;205;5.4;;
;;;Toholampi;2077;20141231;2014;12;31;3365000;7085000;2.4;3.5;-0.5;0.1;267;6.95;;
;;;Toholampi;2077;20150101;2015;1;1;3365000;7085000;3.1;3.9;2.2;1.1;242;7.2;;
;;;Toholampi;2077;20150102;2015;1;2;3365000;7085000;0.5;2.8;0;16.4;97;6.29;;
;;;Toholampi;2077;20150103;2015;1;3;3365000;7085000;-2.1;0.1;-4.7;6.4;99;5.24;;
;;;Toholampi;2077;20150104;2015;1;4;3365000;7085000;-6.7;-4.2;-9;0.4;184;3.54;;
;;;Toholampi;2077;20150105;2015;1;5;3365000;7085000;-20.5;-8.6;-25.5;0;184;1.12;;
;;;Toholampi;2077;20150106;2015;1;6;3365000;7085000;-19.1;-11.8;-26.5;1.4;282;1.28;;
;;;Toholampi;2077;20150107;2015;1;7;3365000;7085000;-1.7;0.3;-13.4;4.7;180;5.22;;
;;;Toholampi;2077;20150108;2015;1;8;3365000;7085000;-0.5;0.3;-1;4.1;194;5.76;;
;;;Toholampi;2077;20150109;2015;1;9;3365000;7085000;-1.7;0.3;-2.6;2;401;5.44;;
;;;Toholampi;2077;20150110;2015;1;10;3365000;7085000;-10.4;-2.5;-12;0.5;557;2.57;;
;;;Toholampi;2077;20150111;2015;1;11;3365000;7085000;-15;-11.9;-18;0;235;1.67;;
;;;Toholampi;2077;20150112;2015;1;12;3365000;7085000;-15.3;-14.5;-17;0.2;286;1.59;;
;;;Toholampi;2077;20150113;2015;1;13;3365000;7085000;-13.8;-12.4;-17.5;1;407;1.89;;
;;;Toholampi;2077;20150114;2015;1;14;3365000;7085000;-5.3;-0.5;-16.4;1.6;402;4.03;;
;;;Toholampi;2077;20150115;2015;1;15;3365000;7085000;-0.8;0;-1.5;2.3;381;5.38;;
;;;Toholampi;2077;20150116;2015;1;16;3365000;7085000;0.3;1.5;-1.2;4.3;269;6.04;;
;;;Toholampi;2077;20150117;2015;1;17;3365000;7085000;1.3;2.1;0.1;1.5;329;6.17;;
;;;Toholampi;2077;20150118;2015;1;18;3365000;7085000;-1.6;0.7;-2.9;0;377;5.27;;
;;;Toholampi;2077;20150119;2015;1;19;3365000;7085000;-11.5;-2.4;-17.9;0;1464;2.46;;
;;;Toholampi;2077;20150120;2015;1;20;3365000;7085000;-17.4;-14.2;-23.5;0;2162;1.44;;
;;;Toholampi;2077;20150121;2015;1;21;3365000;7085000;-16.3;-10.3;-19.2;0;2072;1.55;;
;;;Toholampi;2077;20150122;2015;1;22;3365000;7085000;-20.8;-17.3;-24.1;0.1;999;1.01;;
;;;Toholampi;2077;20150123;2015;1;23;3365000;7085000;-17.4;-15.2;-22.6;0.7;573;1.37;;
;;;Toholampi;2077;20150124;2015;1;24;3365000;7085000;-5.7;-1.1;-16.5;3.3;446;3.93;;
;;;Toholampi;2077;20150125;2015;1;25;3365000;7085000;-0.4;0.2;-1.1;0.5;449;5.51;;
;;;Toholampi;2077;20150126;2015;1;26;3365000;7085000;-1.3;-0.7;-1.9;4.1;554;5.17;;
;;;Toholampi;2077;20150127;2015;1;27;3365000;7085000;-1;0.1;-2.4;1.8;722;5.59;;
;;;Toholampi;2077;20150128;2015;1;28;3365000;7085000;-0.6;0.6;-2.5;3.1;645;5.55;;
;;;Toholampi;2077;20150129;2015;1;29;3365000;7085000;0.3;1.4;-1;0.9;550;5.95;;
;;;Toholampi;2077;20150130;2015;1;30;3365000;7085000;-0.6;0.1;-1.6;1.1;987;5.36;;
;;;Toholampi;2077;20150131;2015;1;31;3365000;7085000;-3;-0.8;-6.1;3.6;657;4.57;;
;;;Toholampi;2077;20150201;2015;2;1;3365000;7085000;-3.5;-1.4;-3.8;3.1;792;4.35;;
;;;Toholampi;2077;20150202;2015;2;2;3365000;7085000;-7.9;-3.8;-9.5;0.8;789;2.95;;
;;;Toholampi;2077;20150203;2015;2;3;3365000;7085000;-7.3;-4.8;-9.7;0.5;724;3.17;;
;;;Toholampi;2077;20150204;2015;2;4;3365000;7085000;-4.4;-2.7;-5.9;0.2;1116;4.24;;
;;;Toholampi;2077;20150205;2015;2;5;3365000;7085000;-5;-3.4;-8.3;0.9;991;4.08;;
;;;Toholampi;2077;20150206;2015;2;6;3365000;7085000;-0.9;1.6;-7;2.4;2608;5.17;;
;;;Toholampi;2077;20150207;2015;2;7;3365000;7085000;0.3;2.8;-5.4;3.9;1929;5.18;;
;;;Toholampi;2077;20150208;2015;2;8;3365000;7085000;-7;-1.2;-16.5;0.6;2622;2.94;;
;;;Toholampi;2077;20150209;2015;2;9;3365000;7085000;-4.2;0.5;-16.9;0;1502;4.34;;
;;;Toholampi;2077;20150210;2015;2;10;3365000;7085000;4.5;6.5;-1.3;0;1812;6.39;;
;;;Toholampi;2077;20150211;2015;2;11;3365000;7085000;4.9;6;4.2;0;1833;6;;
;;;Toholampi;2077;20150212;2015;2;12;3365000;7085000;0.8;4.9;-1.7;0;1602;4.61;;
;;;Toholampi;2077;20150213;2015;2;13;3365000;7085000;-3.4;0;-10;1.8;1901;3.95;;
;;;Toholampi;2077;20150214;2015;2;14;3365000;7085000;-5;-0.9;-11.6;0.4;1172;4.15;;
;;;Toholampi;2077;20150215;2015;2;15;3365000;7085000;-15.4;-9.5;-22.8;0;2369;1.51;;
;;;Toholampi;2077;20150216;2015;2;16;3365000;7085000;-6.4;-3.2;-13.4;0;3309;2.68;;
;;;Toholampi;2077;20150217;2015;2;17;3365000;7085000;-1.4;0.2;-5.4;0.8;688;4.46;;
;;;Toholampi;2077;20150218;2015;2;18;3365000;7085000;-0.6;0.9;-3.5;0.2;4550;4.59;;
;;;Toholampi;2077;20150219;2015;2;19;3365000;7085000;2.2;4.3;-3.2;0.6;2280;6.77;;
;;;Toholampi;2077;20150220;2015;2;20;3365000;7085000;2;4;1;1.2;1807;6.69;;
;;;Toholampi;2077;20150221;2015;2;21;3365000;7085000;1.1;2.2;0.4;0.5;2115;5.99;;
;;;Toholampi;2077;20150222;2015;2;22;3365000;7085000;-0.4;0.9;-2.3;1.4;1397;5.49;;
;;;Toholampi;2077;20150223;2015;2;23;3365000;7085000;-0.1;0.6;-3;1.4;2769;5.28;;
;;;Toholampi;2077;20150224;2015;2;24;3365000;7085000;0.9;1.7;-0.2;0.4;1608;6.07;;
;;;Toholampi;2077;20150225;2015;2;25;3365000;7085000;1.9;3;-0.1;0.1;1848;6.07;;
;;;Toholampi;2077;20150226;2015;2;26;3365000;7085000;1.8;3.1;1.5;0;1766;5.77;;
;;;Toholampi;2077;20150227;2015;2;27;3365000;7085000;0.1;2;-0.6;0;3098;4.86;;
;;;Toholampi;2077;20150228;2015;2;28;3365000;7085000;0.7;1.5;-1.4;0.1;2031;5.36;;
;;;Toholampi;2077;20150301;2015;3;1;3365000;7085000;1.4;3.2;0.2;0;3665;5.17;;
;;;Toholampi;2077;20150302;2015;3;2;3365000;7085000;1.5;2.2;0.2;0.3;1833;5.88;;
;;;Toholampi;2077;20150303;2015;3;3;3365000;7085000;1.1;1.9;0.6;2;2689;6.18;;
;;;Toholampi;2077;20150304;2015;3;4;3365000;7085000;0.5;1.5;0.2;2.5;2471;6.27;;
;;;Toholampi;2077;20150305;2015;3;5;3365000;7085000;0;0.6;-0.6;1;2988;5.88;;
;;;Toholampi;2077;20150306;2015;3;6;3365000;7085000;0.5;1.8;-1.3;0.2;2626;5.97;;
;;;Toholampi;2077;20150307;2015;3;7;3365000;7085000;1.4;3.1;-1.1;2.4;2015;6.27;;
;;;Toholampi;2077;20150308;2015;3;8;3365000;7085000;3.8;5.4;2.1;0.2;2644;7.38;;
;;;Toholampi;2077;20150309;2015;3;9;3365000;7085000;2.4;5;-0.9;0;8527;4.89;;
;;;Toholampi;2077;20150310;2015;3;10;3365000;7085000;1.3;3.4;-1.4;2.6;1876;5.57;;
;;;Toholampi;2077;20150311;2015;3;11;3365000;7085000;-0.5;2.7;-4;0;9346;4.98;;
;;;Toholampi;2077;20150312;2015;3;12;3365000;7085000;-1;5;-7.3;0;11334;4.03;;
;;;Toholampi;2077;20150313;2015;3;13;3365000;7085000;0.2;5.1;-4.5;0;10203;3.57;;
;;;Toholampi;2077;20150314;2015;3;14;3365000;7085000;0.4;7.2;-3.3;0;9995;4.12;;
;;;Toholampi;2077;20150315;2015;3;15;3365000;7085000;-0.6;7.8;-7.6;0;11700;3.6;;
;;;Toholampi;2077;20150316;2015;3;16;3365000;7085000;0.8;8.8;-5.3;0;10984;3.46;;
;;;Toholampi;2077;20150317;2015;3;17;3365000;7085000;1.4;9;-5.5;0;10584;3.83;;
;;;Toholampi;2077;20150318;2015;3;18;3365000;7085000;2.7;7.1;-2.5;0;7254;4.63;;
;;;Toholampi;2077;20150319;2015;3;19;3365000;7085000;3.4;6.3;0.4;0;6345;5.54;;
;;;Toholampi;2077;20150320;2015;3;20;3365000;7085000;-2;2.9;-3.9;0;10323;3.44;;
;;;Toholampi;2077;20150321;2015;3;21;3365000;7085000;-6.4;-2.9;-11;0;11987;2.24;;
;;;Toholampi;2077;20150322;2015;3;22;3365000;7085000;-5.5;-1.5;-12.7;1.6;4903;3.53;;
;;;Toholampi;2077;20150323;2015;3;23;3365000;7085000;0.4;1.3;-1.5;10.1;3583;6.07;;
;;;Toholampi;2077;20150324;2015;3;24;3365000;7085000;-2.8;0.6;-5;0.2;5255;4.91;;
;;;Toholampi;2077;20150325;2015;3;25;3365000;7085000;-8.6;0.2;-16.8;0;15368;2.52;;
;;;Toholampi;2077;20150326;2015;3;26;3365000;7085000;-6.3;0.5;-15.5;0;15449;2.21;;
;;;Toholampi;2077;20150327;2015;3;27;3365000;7085000;-0.2;3.6;-4.1;2.1;11701;3.75;;
;;;Toholampi;2077;20150328;2015;3;28;3365000;7085000;1.2;2.3;-0.5;4.9;2331;6.48;;
;;;Toholampi;2077;20150329;2015;3;29;3365000;7085000;1.4;3;0;1.2;4880;5.89;;
;;;Toholampi;2077;20150330;2015;3;30;3365000;7085000;0.7;1.9;-0.1;8.5;2973;6.15;;
;;;Toholampi;2077;20150331;2015;3;31;3365000;7085000;1;2.9;-0.4;1.5;6440;6.27;;
;;;Toholampi;2077;20150401;2015;4;1;3365000;7085000;1.1;3.5;0.1;0;5721;5.93;;
;;;Toholampi;2077;20150402;2015;4;2;3365000;7085000;0.4;3.8;-3.3;0.5;7193;5.46;;
;;;Toholampi;2077;20150403;2015;4;3;3365000;7085000;0.3;2.2;-0.8;0.3;5681;5.9;;
;;;Toholampi;2077;20150404;2015;4;4;3365000;7085000;2;4.7;-0.9;0;8583;6.04;;
;;;Toholampi;2077;20150405;2015;4;5;3365000;7085000;1.1;6.3;-2.5;0;14134;5.14;;
;;;Toholampi;2077;20150406;2015;4;6;3365000;7085000;0.5;2.7;-4.1;0.4;3878;5.75;;
;;;Toholampi;2077;20150407;2015;4;7;3365000;7085000;5.5;9.5;1.4;0;12792;6.74;;
;;;Toholampi;2077;20150408;2015;4;8;3365000;7085000;4.3;6.7;2.6;0;12621;4.79;;
;;;Toholampi;2077;20150409;2015;4;9;3365000;7085000;5;9;1.9;0.1;8284;5.18;;
;;;Toholampi;2077;20150410;2015;4;10;3365000;7085000;4.1;9.1;0.4;0.4;6380;5.66;;
;;;Toholampi;2077;20150411;2015;4;11;3365000;7085000;4.4;9.5;-1.8;0;17639;4.96;;
;;;Toholampi;2077;20150412;2015;4;12;3365000;7085000;6.6;13.5;-0.1;1;14589;7.81;;
;;;Toholampi;2077;20150413;2015;4;13;3365000;7085000;1.8;7.7;0.1;8.5;5191;6.57;;
;;;Toholampi;2077;20150414;2015;4;14;3365000;7085000;2;5.3;0.1;0.9;10023;6.47;;
;;;Toholampi;2077;20150415;2015;4;15;3365000;7085000;1.2;4.9;-0.3;3.2;10892;5.92;;
;;;Toholampi;2077;20150416;2015;4;16;3365000;7085000;0.8;4.6;-1.9;2.4;7281;6.28;;
;;;Toholampi;2077;20150417;2015;4;17;3365000;7085000;3;8.3;0.4;0.1;12053;5.86;;
;;;Toholampi;2077;20150418;2015;4;18;3365000;7085000;3.6;9;-0.2;0;12452;5.96;;
;;;Toholampi;2077;20150419;2015;4;19;3365000;7085000;4.9;10.4;-0.4;0;13594;5.87;;
;;;Toholampi;2077;20150420;2015;4;20;3365000;7085000;4;7.9;-0.5;0;18786;4.96;;
;;;Toholampi;2077;20150421;2015;4;21;3365000;7085000;5.4;11;0.3;0;17283;6.18;;
;;;Toholampi;2077;20150422;2015;4;22;3365000;7085000;5.3;9.2;0.9;6.5;17410;5.26;;
;;;Toholampi;2077;20150423;2015;4;23;3365000;7085000;2.5;6.8;0;1.2;12396;6.14;;
;;;Toholampi;2077;20150424;2015;4;24;3365000;7085000;2.1;6.6;-1;1.5;10633;6.23;;
;;;Toholampi;2077;20150425;2015;4;25;3365000;7085000;1.7;7.7;-4.4;0;16195;4.85;;
;;;Toholampi;2077;20150426;2015;4;26;3365000;7085000;3.7;8.7;-1.6;4.8;10048;6.43;;
;;;Toholampi;2077;20150427;2015;4;27;3365000;7085000;5.7;11.5;2.7;0.2;12481;7.04;;
;;;Toholampi;2077;20150428;2015;4;28;3365000;7085000;4.9;10.5;-0.8;0.2;20084;5.44;;
;;;Toholampi;2077;20150429;2015;4;29;3365000;7085000;3.1;8.4;-2.8;0.7;9348;5.66;;
;;;Toholampi;2077;20150430;2015;4;30;3365000;7085000;4.6;9.8;-0.8;0;23228;4.3;;
;;;Toholampi;2077;20150501;2015;5;1;3365000;7085000;8.4;13;2.6;0.2;14173;6.93;;
;;;Toholampi;2077;20150502;2015;5;2;3365000;7085000;5.5;10.1;0.9;1.1;9164;6.06;;
;;;Toholampi;2077;20150503;2015;5;3;3365000;7085000;2.5;5.8;1.3;0.1;9310;6.18;;
;;;Toholampi;2077;20150504;2015;5;4;3365000;7085000;4.7;10.9;-4.5;0;20989;4.71;;
;;;Toholampi;2077;20150505;2015;5;5;3365000;7085000;9.3;15.1;1.5;0;17807;5.58;;
;;;Toholampi;2077;20150506;2015;5;6;3365000;7085000;11.3;16.4;7;2.7;12311;8.85;;
;;;Toholampi;2077;20150507;2015;5;7;3365000;7085000;12.2;17.2;9.5;3.8;15374;10.32;;
;;;Toholampi;2077;20150508;2015;5;8;3365000;7085000;9.7;16;6.7;9.3;12600;10.65;;
;;;Toholampi;2077;20150509;2015;5;9;3365000;7085000;7;10.6;3.5;1.4;9610;8.46;;
;;;Toholampi;2077;20150510;2015;5;10;3365000;7085000;8;14;1.8;10.1;20407;6.61;;
;;;Toholampi;2077;20150511;2015;5;11;3365000;7085000;8.4;12.9;4.6;1;14629;7.64;;
;;;Toholampi;2077;20150512;2015;5;12;3365000;7085000;8.7;10.5;7.2;2.2;3669;9.65;;
;;;Toholampi;2077;20150513;2015;5;13;3365000;7085000;8;10.9;6;18.5;5272;10.35;;
;;;Toholampi;2077;20150514;2015;5;14;3365000;7085000;4.8;7.8;3.5;0.6;8907;7.79;;
;;;Toholampi;2077;20150515;2015;5;15;3365000;7085000;4.7;9.8;-0.4;0;16804;7.13;;
;;;Toholampi;2077;20150516;2015;5;16;3365000;7085000;5.3;8;3.7;0;13490;5.99;;
;;;Toholampi;2077;20150517;2015;5;17;3365000;7085000;6.5;10.3;2.4;0.5;8548;7.56;;
;;;Toholampi;2077;20150518;2015;5;18;3365000;7085000;6.7;11.2;4.5;2.8;18260;6.92;;
;;;Toholampi;2077;20150519;2015;5;19;3365000;7085000;4.8;6.2;4.4;2.5;4982;8.22;;
;;;Toholampi;2077;20150520;2015;5;20;3365000;7085000;6.1;11.4;-1.3;2.7;7735;8.57;;
;;;Toholampi;2077;20150521;2015;5;21;3365000;7085000;10;15.9;3.5;0;21936;8.19;;
;;;Toholampi;2077;20150522;2015;5;22;3365000;7085000;11.8;17.4;2.8;0.6;22589;7.18;;
;;;Toholampi;2077;20150523;2015;5;23;3365000;7085000;8.1;13.4;4.8;4;9796;8.6;;
;;;Toholampi;2077;20150524;2015;5;24;3365000;7085000;7.8;12.7;4.5;0;20666;6.19;;
;;;Toholampi;2077;20150525;2015;5;25;3365000;7085000;7.7;11;2.6;0.8;9836;8.7;;
;;;Toholampi;2077;20150526;2015;5;26;3365000;7085000;11.5;16.2;6.5;9.8;14165;10.9;;
;;;Toholampi;2077;20150527;2015;5;27;3365000;7085000;11;15.1;9.1;1.2;14842;10.14;;
;;;Toholampi;2077;20150528;2015;5;28;3365000;7085000;9.8;14.8;5.3;0;26783;7.14;;
;;;Toholampi;2077;20150529;2015;5;29;3365000;7085000;9.3;16.4;2;3.2;14238;8.5;;
;;;Toholampi;2077;20150530;2015;5;30;3365000;7085000;12.1;17.2;4;0.9;21266;8.14;;
;;;Toholampi;2077;20150531;2015;5;31;3365000;7085000;10.9;16.1;7.3;2.3;15492;8.25;;
;;;Toholampi;2077;20150601;2015;6;1;3365000;7085000;10.4;15.1;4.6;2.5;13207;9.25;;
;;;Toholampi;2077;20150602;2015;6;2;3365000;7085000;11.8;16.1;8.5;6.2;25823;6.82;;
;;;Toholampi;2077;20150603;2015;6;3;3365000;7085000;9.6;12.6;7.3;3.4;12945;9.96;;
;;;Toholampi;2077;20150604;2015;6;4;3365000;7085000;9.7;14.2;6.8;0;19988;8.81;;
;;;Toholampi;2077;20150605;2015;6;5;3365000;7085000;9.8;13.9;4.3;0;21029;7.04;;
;;;Toholampi;2077;20150606;2015;6;6;3365000;7085000;10.9;17.1;5.4;6.8;13023;9.34;;
;;;Toholampi;2077;20150607;2015;6;7;3365000;7085000;9;11.9;7.8;7.6;6526;10.69;;
;;;Toholampi;2077;20150608;2015;6;8;3365000;7085000;8.8;12.8;6.6;0.8;17409;8.62;;
;;;Toholampi;2077;20150609;2015;6;9;3365000;7085000;9.9;13.5;5.9;0;27322;7.34;;
;;;Toholampi;2077;20150610;2015;6;10;3365000;7085000;10;13.8;6.2;1.4;13013;9.2;;
;;;Toholampi;2077;20150611;2015;6;11;3365000;7085000;9.4;12.9;6.8;0;19744;6.8;;
;;;Toholampi;2077;20150612;2015;6;12;3365000;7085000;11.6;16.4;3.8;0.6;24533;7.87;;
;;;Toholampi;2077;20150613;2015;6;13;3365000;7085000;10.7;15.2;9;0.2;16230;9.15;;
;;;Toholampi;2077;20150614;2015;6;14;3365000;7085000;9.4;15.6;-0.3;15.2;19800;7.27;;
;;;Toholampi;2077;20150615;2015;6;15;3365000;7085000;8.2;10.8;6.3;0.6;10327;8.75;;
;;;Toholampi;2077;20150616;2015;6;16;3365000;7085000;8.5;13.3;4.8;0;19467;7.55;;
;;;Toholampi;2077;20150617;2015;6;17;3365000;7085000;9.8;13.9;5.5;0;26066;7.49;;
;;;Toholampi;2077;20150618;2015;6;18;3365000;7085000;10.8;17;1.7;1.3;19409;8.73;;
;;;Toholampi;2077;20150619;2015;6;19;3365000;7085000;11.8;15.5;5.8;7.4;10188;12.18;;
;;;Toholampi;2077;20150620;2015;6;20;3365000;7085000;14.1;19;11.5;6.6;15418;13.61;;
;;;Toholampi;2077;20150621;2015;6;21;3365000;7085000;15.5;20.1;12.4;0;19291;14.75;;
;;;Toholampi;2077;20150622;2015;6;22;3365000;7085000;15.2;22.3;8.8;6.7;16458;14.58;;
;;;Toholampi;2077;20150623;2015;6;23;3365000;7085000;11.4;15.3;10.2;6.9;5101;13.34;;
;;;Toholampi;2077;20150624;2015;6;24;3365000;7085000;12.5;16.8;7;11.9;7505;13.72;;
;;;Toholampi;2077;20150625;2015;6;25;3365000;7085000;13.7;18.3;11.1;0;15190;12.29;;
